BRN,ACC,CCY,VERSION_NO,PAYIN_OPTION,TD_AMOUNT,OFFSET_BRN,TD_OFFSET_ACC,REFERENCE_NO,CREATION_DT,LIQD_DATE,TD_DEPOSITER,TD_DEPOSITER_NAME,TD_CERT_COLLECTOR,TD_CERT_COLLECTOR_NAME,TD_WITHDRAWER,TD_WITHDRAWER_NAME,TD_CERT_PRINT_DT,ENDORSABLE,JOINT_AC_INDICATOR,JOINT_HOLDER,PAYIN_DT,PAYIN_BRN,PAYIN_ACC,PAYIN_CCY,RATE_TYPE,ROLLOVER_INTRT,INT_BOOK_ACC,INT_BOOK_BRN,INT_BOOK_CCY,AUTOLIQD,GEN_MAT_ADV,GEN_RENEWAL_NOT,ADVICE_MEDIA,EMAIL,CUSTODY_STAT,DOC_STAT,AC_STAT,AC_BLOCKED,REASON_CODE,LATEST_EVENT_SEQ_NO,TENOR,NEXT_RATE_CHANGE_DT,INPUT_TAX_AMT,TD_MATURITY_AMT,TD_INT_AMT_READJ_CCY,TD_MAT_AMT_READJ_CCY,XREF,TD_PRN_AMT_READJ_CCY,TD_INT_AMT,ORIGINAL_TD_AMT,ALLOW_PARTIAL_PREPAYMENT,ORIGINAL_TENOR,SPL_COND_INT_RATE,PARTIAL_PREPAID_DATE,CUSTOMER_DCV,DCV_SLIDE_NO,DOCUMENT_NUMBER,DOCUMENT_DIGIT,CONTROL_BRANCH,CTRL_COST_CENTER,TD_CONTROL_EXECUTIVE,TAX_BENEFIT_CODE,DOCUMENT_REGION,OFICINA_CREACION,CREATION_COST_CENTER,TD_CREATION_EXECUTIVE,CREATION_CHANNEL_SYSTEM,CREATION_CHANNEL,LIQD_BRN,LIQD_COST_CENTER,TD_LIQD_EXECUTIVE,LIQD_CHANNEL,CREATION_TRN_CODE,MAINT_DATE,MAINT_BRANCH,MAINT_COST_CENTER,MAINT_EXECUTIVE,MAINT_CHANNEL_SYSTEM,CMAINT_CHANNEL,PREV_RATE,COMMER_COST_CENTER,BAE_BRANCH,BAE_DOC_NUM,BAE_SEQUENTIAL_NUM,BAE_OPERATION_TYPE,AUTHORIZER_RUT_ID,VALUEDATED_DOC_PRNT_BRN,MIG_DOC_MARK,DESTINATION_CODE,DCV_CUSTOMER_NO,CUSTOMER_SECOND_NAME,OPERATION_KEY,DCV_DEPOSIT,DEP_GUARANTEE,BIS57,RATE_VALUE,RATE_SPREAD,AUTH_RATE,RATE_CODE,SPL_COND_TAX_RATE,MOVE_DORMANCY,RETN_DAYS,RETN_TYPE,CUST_NEG,CUST_NEG_VIEW,PREV_TD_INT_AMT_READJ_CCY,NATIONALITY,TXN_ID,ARCHIVE_DATE
013,100000000163,EUR,4368,P,1347.300,OFF,100000000163,TRN000000000163,2026-06-12,2026-06-12,TD_DEPOSITER,Td Depositer Name 163,TD_CERT_COLL,Td Cert Collector Name 163,TD_WITHDRAWE,Td Withdrawer Name 163,2026-06-12,E,J,JOINT_HOLDER,2026-06-12,PAY,100000000163,EUR,RA,RO,100000000163,INT,EUR,A,G,G,ADVICE_MEDIA_16,EMAIL_163,CU,D,A,A,REASON_CODE_163,1252,5400,2026-06-12,20128.800,22851.200,15188.6000,23378.7000,XREF_163,4475.6000,15406.600,14578.0000,A,630240,2.05000,2026-06-12,805536,610464,DOCUME,D,013,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,WDR,2026-06-12,013,MAI,MAI,MAI,CMA,4.3800,COMME,013,487519,75455,BAE,AUTHORIZE,VAL,M,DESTI,CUST000163,CUST000163,OPERATION_KEY_1,D,D,B,4.13000,1.57000,A,RATE_CODE_,2.96000,M,RETN_,RETN_,518961.00000,492509.00000,1032.4000,NAT,TXN0000000000000163,2026-06-12
014,100000000164,BRL,1678,P,4588.900,OFF,100000000164,TRN000000000164,2026-06-13,2026-06-13,TD_DEPOSITER,Td Depositer Name 164,TD_CERT_COLL,Td Cert Collector Name 164,TD_WITHDRAWE,Td Withdrawer Name 164,2026-06-13,E,J,JOINT_HOLDER,2026-06-13,PAY,100000000164,BRL,RA,RO,100000000164,INT,BRL,A,G,G,ADVICE_MEDIA_16,EMAIL_164,CU,D,A,A,REASON_CODE_164,2246,6610,2026-06-13,10487.000,14456.400,6917.0000,18200.5000,XREF_164,20457.5000,32.400,10468.8000,A,894129,2.36000,2026-06-13,499838,657815,DOCUME,D,014,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,TRF,2026-06-13,014,MAI,MAI,MAI,CMA,3.6100,COMME,014,512770,752097,BAE,AUTHORIZE,VAL,M,DESTI,CUST000164,CUST000164,OPERATION_KEY_1,D,D,B,1.41000,3.59000,A,RATE_CODE_,1.72000,M,RETN_,RETN_,450064.00000,31667.00000,6114.6000,NAT,TXN0000000000000164,2026-06-13
015,100000000165,USD,559,P,17970.600,OFF,100000000165,TRN000000000165,2026-06-14,2026-06-14,TD_DEPOSITER,Td Depositer Name 165,TD_CERT_COLL,Td Cert Collector Name 165,TD_WITHDRAWE,Td Withdrawer Name 165,2026-06-14,E,J,JOINT_HOLDER,2026-06-14,PAY,100000000165,USD,RA,RO,100000000165,INT,USD,A,G,G,ADVICE_MEDIA_16,EMAIL_165,CU,D,A,A,REASON_CODE_165,2177,5501,2026-06-14,10741.500,3297.800,17547.5000,1561.8000,XREF_165,20738.8000,19486.500,21621.4000,A,772816,3.85000,2026-06-14,246850,949113,DOCUME,D,015,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,FEE,2026-06-14,015,MAI,MAI,MAI,CMA,2.9300,COMME,015,172596,186792,BAE,AUTHORIZE,VAL,M,DESTI,CUST000165,CUST000165,OPERATION_KEY_1,D,D,B,1.02000,3.91000,A,RATE_CODE_,1.58000,M,RETN_,RETN_,19444.00000,654780.00000,15812.5000,NAT,TXN0000000000000165,2026-06-14
016,100000000166,PEN,3521,P,17798.700,OFF,100000000166,TRN000000000166,2026-06-15,2026-06-15,TD_DEPOSITER,Td Depositer Name 166,TD_CERT_COLL,Td Cert Collector Name 166,TD_WITHDRAWE,Td Withdrawer Name 166,2026-06-15,E,J,JOINT_HOLDER,2026-06-15,PAY,100000000166,PEN,RA,RO,100000000166,INT,PEN,A,G,G,ADVICE_MEDIA_16,EMAIL_166,CU,D,A,A,REASON_CODE_166,2210,3957,2026-06-15,11604.000,10067.500,10987.6000,21559.3000,XREF_166,11112.1000,23271.400,10039.2000,A,579012,1.02000,2026-06-15,791846,975701,DOCUME,D,016,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,INT,2026-06-15,016,MAI,MAI,MAI,CMA,0.8800,COMME,016,858714,383965,BAE,AUTHORIZE,VAL,M,DESTI,CUST000166,CUST000166,OPERATION_KEY_1,D,D,B,2.51000,3.19000,A,RATE_CODE_,4.22000,M,RETN_,RETN_,99538.00000,827982.00000,16101.6000,NAT,TXN0000000000000166,2026-06-15
017,100000000167,EUR,5104,P,695.200,OFF,100000000167,TRN000000000167,2026-06-16,2026-06-16,TD_DEPOSITER,Td Depositer Name 167,TD_CERT_COLL,Td Cert Collector Name 167,TD_WITHDRAWE,Td Withdrawer Name 167,2026-06-16,E,J,JOINT_HOLDER,2026-06-16,PAY,100000000167,EUR,RA,RO,100000000167,INT,EUR,A,G,G,ADVICE_MEDIA_16,EMAIL_167,CU,D,A,A,REASON_CODE_167,6202,1991,2026-06-16,21019.700,6856.000,18147.1000,1872.5000,XREF_167,12355.1000,16338.700,10056.9000,A,100298,3.69000,2026-06-16,86751,151622,DOCUME,D,017,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,REV,2026-06-16,017,MAI,MAI,MAI,CMA,1.5000,COMME,017,763951,370821,BAE,AUTHORIZE,VAL,M,DESTI,CUST000167,CUST000167,OPERATION_KEY_1,D,D,B,2.02000,3.03000,A,RATE_CODE_,1.62000,M,RETN_,RETN_,344895.00000,838410.00000,8704.6000,NAT,TXN0000000000000167,2026-06-16
018,100000000168,BRL,7905,P,24396.100,OFF,100000000168,TRN000000000168,2026-06-17,2026-06-17,TD_DEPOSITER,Td Depositer Name 168,TD_CERT_COLL,Td Cert Collector Name 168,TD_WITHDRAWE,Td Withdrawer Name 168,2026-06-17,E,J,JOINT_HOLDER,2026-06-17,PAY,100000000168,BRL,RA,RO,100000000168,INT,BRL,A,G,G,ADVICE_MEDIA_16,EMAIL_168,CU,D,A,A,REASON_CODE_168,5850,367,2026-06-17,23268.900,10935.700,9500.6000,20009.3000,XREF_168,14449.6000,3421.900,3650.1000,A,108117,4.25000,2026-06-17,854405,371531,DOCUME,D,018,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,PAY,2026-06-17,018,MAI,MAI,MAI,CMA,3.1000,COMME,018,799165,200961,BAE,AUTHORIZE,VAL,M,DESTI,CUST000168,CUST000168,OPERATION_KEY_1,D,D,B,1.66000,2.00000,A,RATE_CODE_,1.73000,M,RETN_,RETN_,629559.00000,656978.00000,13148.6000,NAT,TXN0000000000000168,2026-06-17
019,100000000169,USD,5335,P,8519.000,OFF,100000000169,TRN000000000169,2026-06-18,2026-06-18,TD_DEPOSITER,Td Depositer Name 169,TD_CERT_COLL,Td Cert Collector Name 169,TD_WITHDRAWE,Td Withdrawer Name 169,2026-06-18,E,J,JOINT_HOLDER,2026-06-18,PAY,100000000169,USD,RA,RO,100000000169,INT,USD,A,G,G,ADVICE_MEDIA_16,EMAIL_169,CU,D,A,A,REASON_CODE_169,8811,3311,2026-06-18,2282.800,2275.700,11362.8000,8208.3000,XREF_169,17372.1000,19379.600,5826.4000,A,829513,2.80000,2026-06-18,400972,339731,DOCUME,D,019,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,ATM,2026-06-18,019,MAI,MAI,MAI,CMA,2.3600,COMME,019,930949,30078,BAE,AUTHORIZE,VAL,M,DESTI,CUST000169,CUST000169,OPERATION_KEY_1,D,D,B,3.95000,4.05000,A,RATE_CODE_,3.19000,M,RETN_,RETN_,70694.00000,839381.00000,12783.1000,NAT,TXN0000000000000169,2026-06-18
020,100000000170,PEN,647,P,24982.700,OFF,100000000170,TRN000000000170,2026-06-19,2026-06-19,TD_DEPOSITER,Td Depositer Name 170,TD_CERT_COLL,Td Cert Collector Name 170,TD_WITHDRAWE,Td Withdrawer Name 170,2026-06-19,E,J,JOINT_HOLDER,2026-06-19,PAY,100000000170,PEN,RA,RO,100000000170,INT,PEN,A,G,G,ADVICE_MEDIA_17,EMAIL_170,CU,D,A,A,REASON_CODE_170,743,4437,2026-06-19,178.600,280.400,1344.1000,646.7000,XREF_170,15119.5000,5835.300,17558.4000,A,638073,3.20000,2026-06-19,653524,610128,DOCUME,D,020,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,DEP,2026-06-19,020,MAI,MAI,MAI,CMA,1.7700,COMME,020,793581,315197,BAE,AUTHORIZE,VAL,M,DESTI,CUST000170,CUST000170,OPERATION_KEY_1,D,D,B,1.42000,0.96000,A,RATE_CODE_,2.81000,M,RETN_,RETN_,630695.00000,606140.00000,24506.5000,NAT,TXN0000000000000170,2026-06-19
021,100000000171,EUR,8657,P,16285.900,OFF,100000000171,TRN000000000171,2026-06-20,2026-06-20,TD_DEPOSITER,Td Depositer Name 171,TD_CERT_COLL,Td Cert Collector Name 171,TD_WITHDRAWE,Td Withdrawer Name 171,2026-06-20,E,J,JOINT_HOLDER,2026-06-20,PAY,100000000171,EUR,RA,RO,100000000171,INT,EUR,A,G,G,ADVICE_MEDIA_17,EMAIL_171,CU,D,A,A,REASON_CODE_171,5856,5357,2026-06-20,11119.200,15659.100,12741.9000,20372.7000,XREF_171,6110.5000,10256.700,22679.0000,A,649861,1.45000,2026-06-20,511024,111843,DOCUME,D,021,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,WDR,2026-06-20,021,MAI,MAI,MAI,CMA,2.7800,COMME,021,235996,554958,BAE,AUTHORIZE,VAL,M,DESTI,CUST000171,CUST000171,OPERATION_KEY_1,D,D,B,4.17000,3.28000,A,RATE_CODE_,4.15000,M,RETN_,RETN_,403885.00000,224894.00000,6307.4000,NAT,TXN0000000000000171,2026-06-20
022,100000000172,BRL,7373,P,14384.000,OFF,100000000172,TRN000000000172,2026-06-21,2026-06-21,TD_DEPOSITER,Td Depositer Name 172,TD_CERT_COLL,Td Cert Collector Name 172,TD_WITHDRAWE,Td Withdrawer Name 172,2026-06-21,E,J,JOINT_HOLDER,2026-06-21,PAY,100000000172,BRL,RA,RO,100000000172,INT,BRL,A,G,G,ADVICE_MEDIA_17,EMAIL_172,CU,D,A,A,REASON_CODE_172,426,4574,2026-06-21,6894.100,11353.400,22419.2000,24356.1000,XREF_172,21200.7000,7230.500,1445.0000,A,608169,4.39000,2026-06-21,811043,604116,DOCUME,D,022,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,TRF,2026-06-21,022,MAI,MAI,MAI,CMA,3.8500,COMME,022,102925,928212,BAE,AUTHORIZE,VAL,M,DESTI,CUST000172,CUST000172,OPERATION_KEY_1,D,D,B,3.59000,1.21000,A,RATE_CODE_,2.90000,M,RETN_,RETN_,924627.00000,100714.00000,12817.1000,NAT,TXN0000000000000172,2026-06-21
023,100000000173,USD,6547,P,5597.600,OFF,100000000173,TRN000000000173,2026-06-22,2026-06-22,TD_DEPOSITER,Td Depositer Name 173,TD_CERT_COLL,Td Cert Collector Name 173,TD_WITHDRAWE,Td Withdrawer Name 173,2026-06-22,E,J,JOINT_HOLDER,2026-06-22,PAY,100000000173,USD,RA,RO,100000000173,INT,USD,A,G,G,ADVICE_MEDIA_17,EMAIL_173,CU,D,A,A,REASON_CODE_173,2706,9393,2026-06-22,23077.100,6151.200,10771.8000,2806.1000,XREF_173,15561.7000,12645.800,5456.1000,A,148691,3.40000,2026-06-22,202916,236859,DOCUME,D,023,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,FEE,2026-06-22,023,MAI,MAI,MAI,CMA,2.6400,COMME,023,583901,901678,BAE,AUTHORIZE,VAL,M,DESTI,CUST000173,CUST000173,OPERATION_KEY_1,D,D,B,3.91000,1.06000,A,RATE_CODE_,4.24000,M,RETN_,RETN_,984528.00000,586079.00000,21112.8000,NAT,TXN0000000000000173,2026-06-22
024,100000000174,PEN,9985,P,13309.000,OFF,100000000174,TRN000000000174,2026-06-23,2026-06-23,TD_DEPOSITER,Td Depositer Name 174,TD_CERT_COLL,Td Cert Collector Name 174,TD_WITHDRAWE,Td Withdrawer Name 174,2026-06-23,E,J,JOINT_HOLDER,2026-06-23,PAY,100000000174,PEN,RA,RO,100000000174,INT,PEN,A,G,G,ADVICE_MEDIA_17,EMAIL_174,CU,D,A,A,REASON_CODE_174,9402,499,2026-06-23,22238.200,15878.300,11392.4000,16054.2000,XREF_174,23993.8000,16225.500,11443.2000,A,728391,1.51000,2026-06-23,464531,701359,DOCUME,D,024,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,INT,2026-06-23,024,MAI,MAI,MAI,CMA,2.9200,COMME,024,152670,643584,BAE,AUTHORIZE,VAL,M,DESTI,CUST000174,CUST000174,OPERATION_KEY_1,D,D,B,4.37000,1.61000,A,RATE_CODE_,3.42000,M,RETN_,RETN_,810371.00000,975044.00000,1321.1000,NAT,TXN0000000000000174,2026-06-23
025,100000000175,EUR,4058,P,18148.300,OFF,100000000175,TRN000000000175,2026-06-24,2026-06-24,TD_DEPOSITER,Td Depositer Name 175,TD_CERT_COLL,Td Cert Collector Name 175,TD_WITHDRAWE,Td Withdrawer Name 175,2026-06-24,E,J,JOINT_HOLDER,2026-06-24,PAY,100000000175,EUR,RA,RO,100000000175,INT,EUR,A,G,G,ADVICE_MEDIA_17,EMAIL_175,CU,D,A,A,REASON_CODE_175,2056,8618,2026-06-24,1075.600,9402.600,13411.0000,21210.7000,XREF_175,15841.4000,7574.200,3233.8000,A,637126,1.50000,2026-06-24,443160,240297,DOCUME,D,025,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,REV,2026-06-24,025,MAI,MAI,MAI,CMA,3.8700,COMME,025,706073,17688,BAE,AUTHORIZE,VAL,M,DESTI,CUST000175,CUST000175,OPERATION_KEY_1,D,D,B,3.31000,2.78000,A,RATE_CODE_,1.74000,M,RETN_,RETN_,662960.00000,485837.00000,18692.1000,NAT,TXN0000000000000175,2026-06-24
001,100000000176,BRL,6686,P,23380.600,OFF,100000000176,TRN000000000176,2026-06-25,2026-06-25,TD_DEPOSITER,Td Depositer Name 176,TD_CERT_COLL,Td Cert Collector Name 176,TD_WITHDRAWE,Td Withdrawer Name 176,2026-06-25,E,J,JOINT_HOLDER,2026-06-25,PAY,100000000176,BRL,RA,RO,100000000176,INT,BRL,A,G,G,ADVICE_MEDIA_17,EMAIL_176,CU,D,A,A,REASON_CODE_176,4273,9684,2026-06-25,14125.400,6743.400,13057.0000,54.2000,XREF_176,8645.6000,8387.100,24810.2000,A,46056,1.82000,2026-06-25,10733,945480,DOCUME,D,001,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,PAY,2026-06-25,001,MAI,MAI,MAI,CMA,0.9300,COMME,001,114972,782429,BAE,AUTHORIZE,VAL,M,DESTI,CUST000176,CUST000176,OPERATION_KEY_1,D,D,B,3.41000,2.58000,A,RATE_CODE_,4.13000,M,RETN_,RETN_,544514.00000,820864.00000,20923.1000,NAT,TXN0000000000000176,2026-06-25
002,100000000177,USD,9573,P,16966.300,OFF,100000000177,TRN000000000177,2026-06-26,2026-06-26,TD_DEPOSITER,Td Depositer Name 177,TD_CERT_COLL,Td Cert Collector Name 177,TD_WITHDRAWE,Td Withdrawer Name 177,2026-06-26,E,J,JOINT_HOLDER,2026-06-26,PAY,100000000177,USD,RA,RO,100000000177,INT,USD,A,G,G,ADVICE_MEDIA_17,EMAIL_177,CU,D,A,A,REASON_CODE_177,8932,263,2026-06-26,18880.500,18760.500,22016.5000,8435.3000,XREF_177,24007.6000,4811.000,20714.8000,A,323539,2.79000,2026-06-26,342188,885377,DOCUME,D,002,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,ATM,2026-06-26,002,MAI,MAI,MAI,CMA,2.3700,COMME,002,107767,444644,BAE,AUTHORIZE,VAL,M,DESTI,CUST000177,CUST000177,OPERATION_KEY_1,D,D,B,1.43000,2.45000,A,RATE_CODE_,1.94000,M,RETN_,RETN_,689599.00000,185641.00000,5128.5000,NAT,TXN0000000000000177,2026-06-26
003,100000000178,PEN,6349,P,4520.900,OFF,100000000178,TRN000000000178,2026-06-27,2026-06-27,TD_DEPOSITER,Td Depositer Name 178,TD_CERT_COLL,Td Cert Collector Name 178,TD_WITHDRAWE,Td Withdrawer Name 178,2026-06-27,E,J,JOINT_HOLDER,2026-06-27,PAY,100000000178,PEN,RA,RO,100000000178,INT,PEN,A,G,G,ADVICE_MEDIA_17,EMAIL_178,CU,D,A,A,REASON_CODE_178,9275,9639,2026-06-27,20089.500,12256.800,10082.5000,19720.5000,XREF_178,24227.4000,22342.600,18448.5000,A,372597,2.05000,2026-06-27,891207,994470,DOCUME,D,003,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,DEP,2026-06-27,003,MAI,MAI,MAI,CMA,2.9700,COMME,003,831427,197591,BAE,AUTHORIZE,VAL,M,DESTI,CUST000178,CUST000178,OPERATION_KEY_1,D,D,B,0.90000,2.80000,A,RATE_CODE_,3.85000,M,RETN_,RETN_,165587.00000,553210.00000,21063.1000,NAT,TXN0000000000000178,2026-06-27
004,100000000179,EUR,7642,P,15167.300,OFF,100000000179,TRN000000000179,2026-06-28,2026-06-28,TD_DEPOSITER,Td Depositer Name 179,TD_CERT_COLL,Td Cert Collector Name 179,TD_WITHDRAWE,Td Withdrawer Name 179,2026-06-28,E,J,JOINT_HOLDER,2026-06-28,PAY,100000000179,EUR,RA,RO,100000000179,INT,EUR,A,G,G,ADVICE_MEDIA_17,EMAIL_179,CU,D,A,A,REASON_CODE_179,1420,8398,2026-06-28,10322.600,4847.900,21661.0000,12370.2000,XREF_179,4553.0000,8718.500,12175.7000,A,202493,0.81000,2026-06-28,58941,95141,DOCUME,D,004,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,WDR,2026-06-28,004,MAI,MAI,MAI,CMA,1.9400,COMME,004,256549,375437,BAE,AUTHORIZE,VAL,M,DESTI,CUST000179,CUST000179,OPERATION_KEY_1,D,D,B,4.20000,3.83000,A,RATE_CODE_,3.91000,M,RETN_,RETN_,606703.00000,245490.00000,21176.5000,NAT,TXN0000000000000179,2026-06-28
005,100000000180,BRL,1316,P,21260.200,OFF,100000000180,TRN000000000180,2026-06-29,2026-06-29,TD_DEPOSITER,Td Depositer Name 180,TD_CERT_COLL,Td Cert Collector Name 180,TD_WITHDRAWE,Td Withdrawer Name 180,2026-06-29,E,J,JOINT_HOLDER,2026-06-29,PAY,100000000180,BRL,RA,RO,100000000180,INT,BRL,A,G,G,ADVICE_MEDIA_18,EMAIL_180,CU,D,A,A,REASON_CODE_180,4905,3006,2026-06-29,8356.800,9583.900,7525.2000,24934.7000,XREF_180,20963.2000,10480.200,3521.3000,A,406555,3.70000,2026-06-29,261838,592901,DOCUME,D,005,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,TRF,2026-06-29,005,MAI,MAI,MAI,CMA,2.2400,COMME,005,217637,896937,BAE,AUTHORIZE,VAL,M,DESTI,CUST000180,CUST000180,OPERATION_KEY_1,D,D,B,3.96000,1.39000,A,RATE_CODE_,2.88000,M,RETN_,RETN_,431995.00000,417647.00000,14104.3000,NAT,TXN0000000000000180,2026-06-29
006,100000000181,USD,2020,P,24156.700,OFF,100000000181,TRN000000000181,2026-06-30,2026-06-30,TD_DEPOSITER,Td Depositer Name 181,TD_CERT_COLL,Td Cert Collector Name 181,TD_WITHDRAWE,Td Withdrawer Name 181,2026-06-30,E,J,JOINT_HOLDER,2026-06-30,PAY,100000000181,USD,RA,RO,100000000181,INT,USD,A,G,G,ADVICE_MEDIA_18,EMAIL_181,CU,D,A,A,REASON_CODE_181,8168,6735,2026-06-30,3438.400,18567.500,9944.4000,6102.9000,XREF_181,5847.4000,15258.700,14599.0000,A,359330,2.58000,2026-06-30,849890,956582,DOCUME,D,006,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,FEE,2026-06-30,006,MAI,MAI,MAI,CMA,0.8100,COMME,006,713946,381091,BAE,AUTHORIZE,VAL,M,DESTI,CUST000181,CUST000181,OPERATION_KEY_1,D,D,B,2.92000,3.39000,A,RATE_CODE_,3.82000,M,RETN_,RETN_,81853.00000,321140.00000,20971.7000,NAT,TXN0000000000000181,2026-06-30
007,100000000182,PEN,244,P,4030.400,OFF,100000000182,TRN000000000182,2026-07-01,2026-07-01,TD_DEPOSITER,Td Depositer Name 182,TD_CERT_COLL,Td Cert Collector Name 182,TD_WITHDRAWE,Td Withdrawer Name 182,2026-07-01,E,J,JOINT_HOLDER,2026-07-01,PAY,100000000182,PEN,RA,RO,100000000182,INT,PEN,A,G,G,ADVICE_MEDIA_18,EMAIL_182,CU,D,A,A,REASON_CODE_182,7363,8040,2026-07-01,439.700,3330.300,3927.6000,4770.5000,XREF_182,17015.3000,23120.100,9733.9000,A,127899,1.14000,2026-07-01,829239,645443,DOCUME,D,007,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,INT,2026-07-01,007,MAI,MAI,MAI,CMA,1.2700,COMME,007,369342,519530,BAE,AUTHORIZE,VAL,M,DESTI,CUST000182,CUST000182,OPERATION_KEY_1,D,D,B,4.30000,3.13000,A,RATE_CODE_,4.02000,M,RETN_,RETN_,220693.00000,839424.00000,24606.7000,NAT,TXN0000000000000182,2026-07-01
008,100000000183,EUR,8045,P,16823.000,OFF,100000000183,TRN000000000183,2026-07-02,2026-07-02,TD_DEPOSITER,Td Depositer Name 183,TD_CERT_COLL,Td Cert Collector Name 183,TD_WITHDRAWE,Td Withdrawer Name 183,2026-07-02,E,J,JOINT_HOLDER,2026-07-02,PAY,100000000183,EUR,RA,RO,100000000183,INT,EUR,A,G,G,ADVICE_MEDIA_18,EMAIL_183,CU,D,A,A,REASON_CODE_183,7015,4120,2026-07-02,7156.800,15296.600,20095.6000,24422.9000,XREF_183,22175.5000,2034.100,8985.4000,A,526716,3.25000,2026-07-02,268885,954983,DOCUME,D,008,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,REV,2026-07-02,008,MAI,MAI,MAI,CMA,3.1800,COMME,008,765012,935865,BAE,AUTHORIZE,VAL,M,DESTI,CUST000183,CUST000183,OPERATION_KEY_1,D,D,B,2.30000,2.29000,A,RATE_CODE_,2.19000,M,RETN_,RETN_,780250.00000,685719.00000,6994.7000,NAT,TXN0000000000000183,2026-07-02
009,100000000184,BRL,5282,P,1670.700,OFF,100000000184,TRN000000000184,2026-07-03,2026-07-03,TD_DEPOSITER,Td Depositer Name 184,TD_CERT_COLL,Td Cert Collector Name 184,TD_WITHDRAWE,Td Withdrawer Name 184,2026-07-03,E,J,JOINT_HOLDER,2026-07-03,PAY,100000000184,BRL,RA,RO,100000000184,INT,BRL,A,G,G,ADVICE_MEDIA_18,EMAIL_184,CU,D,A,A,REASON_CODE_184,6136,5597,2026-07-03,18559.700,24181.100,16210.1000,16427.4000,XREF_184,5840.0000,21467.400,17488.9000,A,931785,3.40000,2026-07-03,468931,229439,DOCUME,D,009,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,PAY,2026-07-03,009,MAI,MAI,MAI,CMA,3.4800,COMME,009,202484,765347,BAE,AUTHORIZE,VAL,M,DESTI,CUST000184,CUST000184,OPERATION_KEY_1,D,D,B,2.24000,3.97000,A,RATE_CODE_,2.59000,M,RETN_,RETN_,676731.00000,236343.00000,11427.2000,NAT,TXN0000000000000184,2026-07-03
010,100000000185,USD,7256,P,3955.100,OFF,100000000185,TRN000000000185,2026-07-04,2026-07-04,TD_DEPOSITER,Td Depositer Name 185,TD_CERT_COLL,Td Cert Collector Name 185,TD_WITHDRAWE,Td Withdrawer Name 185,2026-07-04,E,J,JOINT_HOLDER,2026-07-04,PAY,100000000185,USD,RA,RO,100000000185,INT,USD,A,G,G,ADVICE_MEDIA_18,EMAIL_185,CU,D,A,A,REASON_CODE_185,7491,4311,2026-07-04,3700.100,8671.900,1729.0000,22324.7000,XREF_185,13010.7000,3839.100,3691.3000,A,558267,2.62000,2026-07-04,57785,177273,DOCUME,D,010,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,ATM,2026-07-04,010,MAI,MAI,MAI,CMA,4.4200,COMME,010,874346,294242,BAE,AUTHORIZE,VAL,M,DESTI,CUST000185,CUST000185,OPERATION_KEY_1,D,D,B,1.94000,3.63000,A,RATE_CODE_,3.30000,M,RETN_,RETN_,493254.00000,292370.00000,18995.5000,NAT,TXN0000000000000185,2026-07-04
