BRN,ACC,CCY,PAYIN_OPTION,TD_AMOUNT,OFFSET_BRN,TD_OFFSET_ACC,REFERENCE_NO,TENOR,TD_WITHDRAWER_NAME,TD_CERT_PRINT_DT,ENDORSABLE,JOINT_AC_INDICATOR,JOINT_HOLDER,PAYIN_DT,PAYIN_BRN,PAYIN_ACC,PAYIN_CCY,RATE_TYPE,ROLLOVER_INTRT,INT_BOOK_ACC,INT_BOOK_BRN,INT_BOOK_CCY,AUTOLIQD,GEN_MAT_ADV,GEN_RENEWAL_NOT,ADVICE_MEDIA,EMAIL,CREATION_DT,CUSTODY_STAT,DOC_STAT,AC_STAT,AC_BLOCKED,REASON_CODE,LATEST_VERSION_NO,LIQD_DATE,TD_DEPOSITER,TD_DEPOSITER_NAME,TD_CERT_COLLECTOR,TD_CERT_COLLECTOR_NAME,TD_WITHDRAWER,LATEST_EVENT_SEQ_NO,TXN_ID,NEXT_RATE_CHANGE_DT,TD_INT_AMT_READJ_CCY,TD_INT_AMT,TD_MATURITY_AMT,TD_PRN_AMT_READJ_CCY,TD_MAT_AMT_READJ_CCY,ORIGINAL_TD_AMT,ALLOW_PARTIAL_PREPAYMENT,ORIGINAL_TENOR,SPL_COND_INT_RATE,PARTIAL_PREPAID_DATE,CUSTOMER_DCV,DCV_SLIDE_NO,DOCUMENT_NUMBER,DOCUMENT_DIGIT,CONTROL_BRANCH,CTRL_COST_CENTER,TD_CONTROL_EXECUTIVE,TAX_BENEFIT_CODE,DOCUMENT_REGION,OFICINA_CREACION,CREATION_COST_CENTER,TD_CREATION_EXECUTIVE,CREATION_CHANNEL_SYSTEM,CREATION_CHANNEL,LIQD_BRN,LIQD_COST_CENTER,TD_LIQD_EXECUTIVE,LIQD_CHANNEL,CREATION_TRN_CODE,MAINT_DATE,MAINT_BRANCH,MAINT_COST_CENTER,MAINT_EXECUTIVE,MAINT_CHANNEL_SYSTEM,CMAINT_CHANNEL,PREV_RATE,COMMER_COST_CENTER,BAE_BRANCH,BAE_DOC_NUM,BAE_SEQUENTIAL_NUM,BAE_OPERATION_TYPE,AUTHORIZER_RUT_ID,VALUEDATED_DOC_PRNT_BRN,MIG_DOC_MARK,DESTINATION_CODE,DCV_CUSTOMER_NO,CUSTOMER_SECOND_NAME,OPERATION_KEY,DCV_DEPOSIT,DEP_GUARANTEE,BIS57,RATE_VALUE,RATE_SPREAD,AUTH_RATE,RATE_CODE,SPL_COND_TAX_RATE,MOVE_DORMANCY,RETN_DAYS,RETN_TYPE,INPUT_TAX_AMT,CUST_NEG,CUST_NEG_VIEW,PREV_TD_INT_AMT_READJ_CCY,NATIONALITY
011,100000000236,BRL,P,1437.100,OFF,100000000236,TRN000000000236,9853,Td Withdrawer Name 236,2026-08-24,E,J,JOINT_HOLDER,2026-08-24,PAY,100000000236,BRL,RA,RO,100000000236,INT,BRL,A,G,GE,ADVICE_MEDIA_23,EMAIL_236,2026-08-24,CU,D,A,A,REASON_CODE_236,LATE,2026-08-24,TD_DEPOSITER,Td Depositer Name 236,TD_CERT_COLL,Td Cert Collector Name 236,TD_WITHDRAWE,1483,TXN0000000000000236,2026-08-24,7789.5000,7347.900,10525.400,5200.8000,23896.4000,4274.100,A,977595,3.81000,2026-08-24,493987,836704,DOCUME,D,011,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,TRF,2026-08-24,011,MAI,MAI,MAI,CMA,3.4500,COMME,011,880936,259254,BAE,AUTHORIZE,VAL,M,DESTI,CUST000236,CUST000236,OPERATION_KEY_2,D,D,B,4.13000,1.86000,A,RATE_CODE_,3.48000,M,RETN_,RETN_,24100.300,184125.00000,874481.00000,11884.8000,NAT
012,100000000237,USD,P,12149.600,OFF,100000000237,TRN000000000237,3305,Td Withdrawer Name 237,2026-08-25,E,J,JOINT_HOLDER,2026-08-25,PAY,100000000237,USD,RA,RO,100000000237,INT,USD,A,G,GE,ADVICE_MEDIA_23,EMAIL_237,2026-08-25,CU,D,A,A,REASON_CODE_237,LATE,2026-08-25,TD_DEPOSITER,Td Depositer Name 237,TD_CERT_COLL,Td Cert Collector Name 237,TD_WITHDRAWE,1605,TXN0000000000000237,2026-08-25,16084.6000,13894.500,10036.900,2804.4000,16914.8000,18964.600,A,551262,3.04000,2026-08-25,252094,773712,DOCUME,D,012,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,FEE,2026-08-25,012,MAI,MAI,MAI,CMA,1.7300,COMME,012,955881,887637,BAE,AUTHORIZE,VAL,M,DESTI,CUST000237,CUST000237,OPERATION_KEY_2,D,D,B,1.49000,2.18000,A,RATE_CODE_,2.45000,M,RETN_,RETN_,2843.800,590494.00000,684109.00000,22203.2000,NAT
013,100000000238,PEN,P,13183.100,OFF,100000000238,TRN000000000238,8172,Td Withdrawer Name 238,2026-08-26,E,J,JOINT_HOLDER,2026-08-26,PAY,100000000238,PEN,RA,RO,100000000238,INT,PEN,A,G,GE,ADVICE_MEDIA_23,EMAIL_238,2026-08-26,CU,D,A,A,REASON_CODE_238,LATE,2026-08-26,TD_DEPOSITER,Td Depositer Name 238,TD_CERT_COLL,Td Cert Collector Name 238,TD_WITHDRAWE,3020,TXN0000000000000238,2026-08-26,23019.3000,4068.400,19398.800,5572.3000,1251.4000,178.500,A,6985,2.38000,2026-08-26,399084,200766,DOCUME,D,013,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,INT,2026-08-26,013,MAI,MAI,MAI,CMA,3.1500,COMME,013,798550,396344,BAE,AUTHORIZE,VAL,M,DESTI,CUST000238,CUST000238,OPERATION_KEY_2,D,D,B,3.62000,2.32000,A,RATE_CODE_,1.44000,M,RETN_,RETN_,250.300,14205.00000,149732.00000,16300.7000,NAT
014,100000000239,EUR,P,244.000,OFF,100000000239,TRN000000000239,1800,Td Withdrawer Name 239,2026-08-27,E,J,JOINT_HOLDER,2026-08-27,PAY,100000000239,EUR,RA,RO,100000000239,INT,EUR,A,G,GE,ADVICE_MEDIA_23,EMAIL_239,2026-08-27,CU,D,A,A,REASON_CODE_239,LATE,2026-08-27,TD_DEPOSITER,Td Depositer Name 239,TD_CERT_COLL,Td Cert Collector Name 239,TD_WITHDRAWE,6600,TXN0000000000000239,2026-08-27,3485.3000,12618.900,9128.800,8830.4000,18497.6000,11084.500,A,723261,2.72000,2026-08-27,460299,50903,DOCUME,D,014,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,REV,2026-08-27,014,MAI,MAI,MAI,CMA,1.7700,COMME,014,229482,319919,BAE,AUTHORIZE,VAL,M,DESTI,CUST000239,CUST000239,OPERATION_KEY_2,D,D,B,1.10000,2.53000,A,RATE_CODE_,1.12000,M,RETN_,RETN_,4075.400,393529.00000,281569.00000,8522.3000,NAT
015,100000000240,BRL,P,14543.400,OFF,100000000240,TRN000000000240,1303,Td Withdrawer Name 240,2026-08-28,E,J,JOINT_HOLDER,2026-08-28,PAY,100000000240,BRL,RA,RO,100000000240,INT,BRL,A,G,GE,ADVICE_MEDIA_24,EMAIL_240,2026-08-28,CU,D,A,A,REASON_CODE_240,LATE,2026-08-28,TD_DEPOSITER,Td Depositer Name 240,TD_CERT_COLL,Td Cert Collector Name 240,TD_WITHDRAWE,9092,TXN0000000000000240,2026-08-28,376.2000,17869.300,13060.600,5694.2000,4688.4000,7203.400,A,236611,1.64000,2026-08-28,223313,461366,DOCUME,D,015,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,PAY,2026-08-28,015,MAI,MAI,MAI,CMA,1.5300,COMME,015,707644,220329,BAE,AUTHORIZE,VAL,M,DESTI,CUST000240,CUST000240,OPERATION_KEY_2,D,D,B,1.18000,2.39000,A,RATE_CODE_,4.21000,M,RETN_,RETN_,3687.200,136361.00000,774040.00000,23776.9000,NAT
016,100000000241,USD,P,3319.700,OFF,100000000241,TRN000000000241,4343,Td Withdrawer Name 241,2026-08-29,E,J,JOINT_HOLDER,2026-08-29,PAY,100000000241,USD,RA,RO,100000000241,INT,USD,A,G,GE,ADVICE_MEDIA_24,EMAIL_241,2026-08-29,CU,D,A,A,REASON_CODE_241,LATE,2026-08-29,TD_DEPOSITER,Td Depositer Name 241,TD_CERT_COLL,Td Cert Collector Name 241,TD_WITHDRAWE,2535,TXN0000000000000241,2026-08-29,4005.3000,24166.900,12125.000,8313.8000,19805.3000,1764.900,A,261372,2.53000,2026-08-29,89786,512595,DOCUME,D,016,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,ATM,2026-08-29,016,MAI,MAI,MAI,CMA,2.8700,COMME,016,470702,499478,BAE,AUTHORIZE,VAL,M,DESTI,CUST000241,CUST000241,OPERATION_KEY_2,D,D,B,2.40000,2.61000,A,RATE_CODE_,3.39000,M,RETN_,RETN_,7550.500,149491.00000,139488.00000,3218.0000,NAT
017,100000000242,PEN,P,20979.900,OFF,100000000242,TRN000000000242,9007,Td Withdrawer Name 242,2026-08-30,E,J,JOINT_HOLDER,2026-08-30,PAY,100000000242,PEN,RA,RO,100000000242,INT,PEN,A,G,GE,ADVICE_MEDIA_24,EMAIL_242,2026-08-30,CU,D,A,A,REASON_CODE_242,LATE,2026-08-30,TD_DEPOSITER,Td Depositer Name 242,TD_CERT_COLL,Td Cert Collector Name 242,TD_WITHDRAWE,2326,TXN0000000000000242,2026-08-30,11335.0000,19013.100,22110.700,22867.0000,8630.8000,10563.400,A,919948,3.51000,2026-08-30,743586,768060,DOCUME,D,017,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,DEP,2026-08-30,017,MAI,MAI,MAI,CMA,4.0600,COMME,017,723050,44429,BAE,AUTHORIZE,VAL,M,DESTI,CUST000242,CUST000242,OPERATION_KEY_2,D,D,B,2.39000,1.67000,A,RATE_CODE_,3.72000,M,RETN_,RETN_,12213.300,553901.00000,492187.00000,16965.6000,NAT
018,100000000243,EUR,P,9821.000,OFF,100000000243,TRN000000000243,4882,Td Withdrawer Name 243,2026-08-31,E,J,JOINT_HOLDER,2026-08-31,PAY,100000000243,EUR,RA,RO,100000000243,INT,EUR,A,G,GE,ADVICE_MEDIA_24,EMAIL_243,2026-08-31,CU,D,A,A,REASON_CODE_243,LATE,2026-08-31,TD_DEPOSITER,Td Depositer Name 243,TD_CERT_COLL,Td Cert Collector Name 243,TD_WITHDRAWE,4512,TXN0000000000000243,2026-08-31,2702.7000,838.700,11757.800,20729.7000,15549.5000,5908.700,A,622351,2.32000,2026-08-31,7342,400361,DOCUME,D,018,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,WDR,2026-08-31,018,MAI,MAI,MAI,CMA,4.0300,COMME,018,163758,642277,BAE,AUTHORIZE,VAL,M,DESTI,CUST000243,CUST000243,OPERATION_KEY_2,D,D,B,0.81000,2.82000,A,RATE_CODE_,3.50000,M,RETN_,RETN_,7678.200,215830.00000,818584.00000,23188.0000,NAT
019,100000000244,BRL,P,24487.500,OFF,100000000244,TRN000000000244,8854,Td Withdrawer Name 244,2026-09-01,E,J,JOINT_HOLDER,2026-09-01,PAY,100000000244,BRL,RA,RO,100000000244,INT,BRL,A,G,GE,ADVICE_MEDIA_24,EMAIL_244,2026-09-01,CU,D,A,A,REASON_CODE_244,LATE,2026-09-01,TD_DEPOSITER,Td Depositer Name 244,TD_CERT_COLL,Td Cert Collector Name 244,TD_WITHDRAWE,2568,TXN0000000000000244,2026-09-01,9857.3000,14155.500,2392.900,16723.8000,12957.7000,3463.100,A,178345,1.36000,2026-09-01,6492,217502,DOCUME,D,019,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,TRF,2026-09-01,019,MAI,MAI,MAI,CMA,2.7700,COMME,019,403397,803005,BAE,AUTHORIZE,VAL,M,DESTI,CUST000244,CUST000244,OPERATION_KEY_2,D,D,B,2.58000,4.00000,A,RATE_CODE_,2.47000,M,RETN_,RETN_,11355.400,157921.00000,435497.00000,7825.9000,NAT
020,100000000245,USD,P,3698.100,OFF,100000000245,TRN000000000245,1280,Td Withdrawer Name 245,2026-09-02,E,J,JOINT_HOLDER,2026-09-02,PAY,100000000245,USD,RA,RO,100000000245,INT,USD,A,G,GE,ADVICE_MEDIA_24,EMAIL_245,2026-09-02,CU,D,A,A,REASON_CODE_245,LATE,2026-09-02,TD_DEPOSITER,Td Depositer Name 245,TD_CERT_COLL,Td Cert Collector Name 245,TD_WITHDRAWE,485,TXN0000000000000245,2026-09-02,20280.2000,24509.700,19489.300,11212.0000,18156.8000,836.900,A,805699,2.53000,2026-09-02,73923,625749,DOCUME,D,020,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,FEE,2026-09-02,020,MAI,MAI,MAI,CMA,1.8200,COMME,020,896207,52204,BAE,AUTHORIZE,VAL,M,DESTI,CUST000245,CUST000245,OPERATION_KEY_2,D,D,B,1.55000,1.32000,A,RATE_CODE_,3.29000,M,RETN_,RETN_,23807.000,555094.00000,449177.00000,19964.9000,NAT
021,100000000246,PEN,P,3761.500,OFF,100000000246,TRN000000000246,2839,Td Withdrawer Name 246,2026-09-03,E,J,JOINT_HOLDER,2026-09-03,PAY,100000000246,PEN,RA,RO,100000000246,INT,PEN,A,G,GE,ADVICE_MEDIA_24,EMAIL_246,2026-09-03,CU,D,A,A,REASON_CODE_246,LATE,2026-09-03,TD_DEPOSITER,Td Depositer Name 246,TD_CERT_COLL,Td Cert Collector Name 246,TD_WITHDRAWE,6050,TXN0000000000000246,2026-09-03,5157.0000,11925.200,17568.300,24673.7000,13758.3000,6181.700,A,641701,1.97000,2026-09-03,610558,726998,DOCUME,D,021,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,INT,2026-09-03,021,MAI,MAI,MAI,CMA,3.3500,COMME,021,974787,488777,BAE,AUTHORIZE,VAL,M,DESTI,CUST000246,CUST000246,OPERATION_KEY_2,D,D,B,3.63000,1.62000,A,RATE_CODE_,2.34000,M,RETN_,RETN_,8245.500,80057.00000,164908.00000,12684.8000,NAT
022,100000000247,EUR,P,911.700,OFF,100000000247,TRN000000000247,1776,Td Withdrawer Name 247,2026-09-04,E,J,JOINT_HOLDER,2026-09-04,PAY,100000000247,EUR,RA,RO,100000000247,INT,EUR,A,G,GE,ADVICE_MEDIA_24,EMAIL_247,2026-09-04,CU,D,A,A,REASON_CODE_247,LATE,2026-09-04,TD_DEPOSITER,Td Depositer Name 247,TD_CERT_COLL,Td Cert Collector Name 247,TD_WITHDRAWE,1791,TXN0000000000000247,2026-09-04,4849.8000,2746.500,16607.000,4690.1000,9194.8000,15346.200,A,148383,2.02000,2026-09-04,338405,477794,DOCUME,D,022,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,REV,2026-09-04,022,MAI,MAI,MAI,CMA,2.9000,COMME,022,487039,907707,BAE,AUTHORIZE,VAL,M,DESTI,CUST000247,CUST000247,OPERATION_KEY_2,D,D,B,2.42000,3.11000,A,RATE_CODE_,4.38000,M,RETN_,RETN_,22237.500,919759.00000,907032.00000,20996.4000,NAT
023,100000000248,BRL,P,12229.900,OFF,100000000248,TRN000000000248,5839,Td Withdrawer Name 248,2026-09-05,E,J,JOINT_HOLDER,2026-09-05,PAY,100000000248,BRL,RA,RO,100000000248,INT,BRL,A,G,GE,ADVICE_MEDIA_24,EMAIL_248,2026-09-05,CU,D,A,A,REASON_CODE_248,LATE,2026-09-05,TD_DEPOSITER,Td Depositer Name 248,TD_CERT_COLL,Td Cert Collector Name 248,TD_WITHDRAWE,3995,TXN0000000000000248,2026-09-05,24949.7000,22250.700,20243.800,8077.8000,21426.1000,14857.900,A,722838,1.56000,2026-09-05,335114,256746,DOCUME,D,023,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,PAY,2026-09-05,023,MAI,MAI,MAI,CMA,1.1300,COMME,023,245266,726585,BAE,AUTHORIZE,VAL,M,DESTI,CUST000248,CUST000248,OPERATION_KEY_2,D,D,B,1.88000,4.34000,A,RATE_CODE_,2.63000,M,RETN_,RETN_,1327.600,267181.00000,314163.00000,2164.2000,NAT
024,100000000249,USD,P,20624.000,OFF,100000000249,TRN000000000249,7412,Td Withdrawer Name 249,2026-09-06,E,J,JOINT_HOLDER,2026-09-06,PAY,100000000249,USD,RA,RO,100000000249,INT,USD,A,G,GE,ADVICE_MEDIA_24,EMAIL_249,2026-09-06,CU,D,A,A,REASON_CODE_249,LATE,2026-09-06,TD_DEPOSITER,Td Depositer Name 249,TD_CERT_COLL,Td Cert Collector Name 249,TD_WITHDRAWE,3925,TXN0000000000000249,2026-09-06,12337.0000,20596.500,14104.300,22887.6000,14214.8000,4851.200,A,722336,1.21000,2026-09-06,854691,564909,DOCUME,D,024,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,ATM,2026-09-06,024,MAI,MAI,MAI,CMA,4.1600,COMME,024,36659,396720,BAE,AUTHORIZE,VAL,M,DESTI,CUST000249,CUST000249,OPERATION_KEY_2,D,D,B,1.49000,2.08000,A,RATE_CODE_,3.14000,M,RETN_,RETN_,9379.300,922761.00000,540389.00000,5807.4000,NAT
025,100000000250,PEN,P,17631.900,OFF,100000000250,TRN000000000250,2912,Td Withdrawer Name 250,2026-09-07,E,J,JOINT_HOLDER,2026-09-07,PAY,100000000250,PEN,RA,RO,100000000250,INT,PEN,A,G,GE,ADVICE_MEDIA_25,EMAIL_250,2026-09-07,CU,D,A,A,REASON_CODE_250,LATE,2026-09-07,TD_DEPOSITER,Td Depositer Name 250,TD_CERT_COLL,Td Cert Collector Name 250,TD_WITHDRAWE,5779,TXN0000000000000250,2026-09-07,24808.6000,7620.200,11247.700,23977.8000,7835.3000,11270.800,A,819160,3.36000,2026-09-07,851617,883885,DOCUME,D,025,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,DEP,2026-09-07,025,MAI,MAI,MAI,CMA,2.4400,COMME,025,187921,551865,BAE,AUTHORIZE,VAL,M,DESTI,CUST000250,CUST000250,OPERATION_KEY_2,D,D,B,3.38000,3.27000,A,RATE_CODE_,4.44000,M,RETN_,RETN_,6400.200,484258.00000,154181.00000,5602.9000,NAT
001,100000000251,EUR,P,10536.800,OFF,100000000251,TRN000000000251,4233,Td Withdrawer Name 251,2026-09-08,E,J,JOINT_HOLDER,2026-09-08,PAY,100000000251,EUR,RA,RO,100000000251,INT,EUR,A,G,GE,ADVICE_MEDIA_25,EMAIL_251,2026-09-08,CU,D,A,A,REASON_CODE_251,LATE,2026-09-08,TD_DEPOSITER,Td Depositer Name 251,TD_CERT_COLL,Td Cert Collector Name 251,TD_WITHDRAWE,3039,TXN0000000000000251,2026-09-08,11440.1000,19465.600,12890.300,20189.9000,2057.6000,21498.600,A,172076,2.69000,2026-09-08,97485,298127,DOCUME,D,001,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,WDR,2026-09-08,001,MAI,MAI,MAI,CMA,2.3300,COMME,001,497903,59919,BAE,AUTHORIZE,VAL,M,DESTI,CUST000251,CUST000251,OPERATION_KEY_2,D,D,B,2.87000,4.24000,A,RATE_CODE_,3.98000,M,RETN_,RETN_,16641.800,225370.00000,623242.00000,22379.2000,NAT
002,100000000252,BRL,P,13034.500,OFF,100000000252,TRN000000000252,6101,Td Withdrawer Name 252,2026-09-09,E,J,JOINT_HOLDER,2026-09-09,PAY,100000000252,BRL,RA,RO,100000000252,INT,BRL,A,G,GE,ADVICE_MEDIA_25,EMAIL_252,2026-09-09,CU,D,A,A,REASON_CODE_252,LATE,2026-09-09,TD_DEPOSITER,Td Depositer Name 252,TD_CERT_COLL,Td Cert Collector Name 252,TD_WITHDRAWE,3923,TXN0000000000000252,2026-09-09,9286.0000,24538.400,573.000,17558.8000,17269.6000,10951.500,A,278454,3.83000,2026-09-09,178908,51926,DOCUME,D,002,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,TRF,2026-09-09,002,MAI,MAI,MAI,CMA,1.5500,COMME,002,290407,208950,BAE,AUTHORIZE,VAL,M,DESTI,CUST000252,CUST000252,OPERATION_KEY_2,D,D,B,3.54000,3.72000,A,RATE_CODE_,2.63000,M,RETN_,RETN_,1462.300,526624.00000,338096.00000,8950.0000,NAT
003,100000000253,USD,P,8889.300,OFF,100000000253,TRN000000000253,751,Td Withdrawer Name 253,2026-09-10,E,J,JOINT_HOLDER,2026-09-10,PAY,100000000253,USD,RA,RO,100000000253,INT,USD,A,G,GE,ADVICE_MEDIA_25,EMAIL_253,2026-09-10,CU,D,A,A,REASON_CODE_253,LATE,2026-09-10,TD_DEPOSITER,Td Depositer Name 253,TD_CERT_COLL,Td Cert Collector Name 253,TD_WITHDRAWE,5034,TXN0000000000000253,2026-09-10,21851.5000,2745.800,20564.000,2264.1000,14846.4000,15486.600,A,450806,3.88000,2026-09-10,762299,15144,DOCUME,D,003,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,FEE,2026-09-10,003,MAI,MAI,MAI,CMA,3.5700,COMME,003,535076,697707,BAE,AUTHORIZE,VAL,M,DESTI,CUST000253,CUST000253,OPERATION_KEY_2,D,D,B,4.27000,3.01000,A,RATE_CODE_,4.01000,M,RETN_,RETN_,13400.600,101643.00000,581737.00000,4730.8000,NAT
004,100000000254,PEN,P,2107.600,OFF,100000000254,TRN000000000254,6623,Td Withdrawer Name 254,2026-09-11,E,J,JOINT_HOLDER,2026-09-11,PAY,100000000254,PEN,RA,RO,100000000254,INT,PEN,A,G,GE,ADVICE_MEDIA_25,EMAIL_254,2026-09-11,CU,D,A,A,REASON_CODE_254,LATE,2026-09-11,TD_DEPOSITER,Td Depositer Name 254,TD_CERT_COLL,Td Cert Collector Name 254,TD_WITHDRAWE,7746,TXN0000000000000254,2026-09-11,21092.4000,11771.000,16905.300,6058.9000,20951.9000,19444.200,A,948169,3.74000,2026-09-11,615321,774996,DOCUME,D,004,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,INT,2026-09-11,004,MAI,MAI,MAI,CMA,4.4200,COMME,004,668324,603266,BAE,AUTHORIZE,VAL,M,DESTI,CUST000254,CUST000254,OPERATION_KEY_2,D,D,B,4.13000,2.55000,A,RATE_CODE_,1.05000,M,RETN_,RETN_,11871.200,282522.00000,854785.00000,13132.4000,NAT
005,100000000255,EUR,P,13921.700,OFF,100000000255,TRN000000000255,7828,Td Withdrawer Name 255,2026-09-12,E,J,JOINT_HOLDER,2026-09-12,PAY,100000000255,EUR,RA,RO,100000000255,INT,EUR,A,G,GE,ADVICE_MEDIA_25,EMAIL_255,2026-09-12,CU,D,A,A,REASON_CODE_255,LATE,2026-09-12,TD_DEPOSITER,Td Depositer Name 255,TD_CERT_COLL,Td Cert Collector Name 255,TD_WITHDRAWE,5503,TXN0000000000000255,2026-09-12,8407.2000,10200.900,17089.400,6399.0000,12443.3000,11685.200,A,377677,2.98000,2026-09-12,281709,151704,DOCUME,D,005,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,REV,2026-09-12,005,MAI,MAI,MAI,CMA,3.3300,COMME,005,852217,106437,BAE,AUTHORIZE,VAL,M,DESTI,CUST000255,CUST000255,OPERATION_KEY_2,D,D,B,0.88000,4.49000,A,RATE_CODE_,1.10000,M,RETN_,RETN_,20408.000,852588.00000,284903.00000,1859.0000,NAT
006,100000000256,BRL,P,2765.200,OFF,100000000256,TRN000000000256,5425,Td Withdrawer Name 256,2026-09-13,E,J,JOINT_HOLDER,2026-09-13,PAY,100000000256,BRL,RA,RO,100000000256,INT,BRL,A,G,GE,ADVICE_MEDIA_25,EMAIL_256,2026-09-13,CU,D,A,A,REASON_CODE_256,LATE,2026-09-13,TD_DEPOSITER,Td Depositer Name 256,TD_CERT_COLL,Td Cert Collector Name 256,TD_WITHDRAWE,3117,TXN0000000000000256,2026-09-13,22981.9000,21846.000,17069.200,9418.8000,24572.3000,7573.500,A,842417,1.93000,2026-09-13,190059,451990,DOCUME,D,006,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,PAY,2026-09-13,006,MAI,MAI,MAI,CMA,3.7700,COMME,006,640568,845491,BAE,AUTHORIZE,VAL,M,DESTI,CUST000256,CUST000256,OPERATION_KEY_2,D,D,B,1.48000,3.27000,A,RATE_CODE_,1.90000,M,RETN_,RETN_,7717.500,30821.00000,830199.00000,20731.2000,NAT
007,100000000257,USD,P,23278.100,OFF,100000000257,TRN000000000257,1598,Td Withdrawer Name 257,2026-09-14,E,J,JOINT_HOLDER,2026-09-14,PAY,100000000257,USD,RA,RO,100000000257,INT,USD,A,G,GE,ADVICE_MEDIA_25,EMAIL_257,2026-09-14,CU,D,A,A,REASON_CODE_257,LATE,2026-09-14,TD_DEPOSITER,Td Depositer Name 257,TD_CERT_COLL,Td Cert Collector Name 257,TD_WITHDRAWE,2840,TXN0000000000000257,2026-09-14,5035.6000,19423.200,24689.300,6005.1000,14375.8000,9228.500,A,583296,3.82000,2026-09-14,662220,284776,DOCUME,D,007,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,ATM,2026-09-14,007,MAI,MAI,MAI,CMA,0.8000,COMME,007,355399,244305,BAE,AUTHORIZE,VAL,M,DESTI,CUST000257,CUST000257,OPERATION_KEY_2,D,D,B,3.57000,3.50000,A,RATE_CODE_,1.70000,M,RETN_,RETN_,1600.200,793442.00000,641197.00000,18227.2000,NAT
008,100000000258,PEN,P,19826.600,OFF,100000000258,TRN000000000258,3610,Td Withdrawer Name 258,2026-09-15,E,J,JOINT_HOLDER,2026-09-15,PAY,100000000258,PEN,RA,RO,100000000258,INT,PEN,A,G,GE,ADVICE_MEDIA_25,EMAIL_258,2026-09-15,CU,D,A,A,REASON_CODE_258,LATE,2026-09-15,TD_DEPOSITER,Td Depositer Name 258,TD_CERT_COLL,Td Cert Collector Name 258,TD_WITHDRAWE,8921,TXN0000000000000258,2026-09-15,15628.6000,6348.400,4352.600,3330.7000,17152.9000,1540.900,A,553381,4.48000,2026-09-15,925333,590781,DOCUME,D,008,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,DEP,2026-09-15,008,MAI,MAI,MAI,CMA,0.9800,COMME,008,67004,479220,BAE,AUTHORIZE,VAL,M,DESTI,CUST000258,CUST000258,OPERATION_KEY_2,D,D,B,1.96000,2.27000,A,RATE_CODE_,1.23000,M,RETN_,RETN_,7575.300,251337.00000,701595.00000,24147.1000,NAT
