BRN,ACC,CCY,VERSION_NO,PAYIN_OPTION,TD_AMOUNT,OFFSET_BRN,TD_OFFSET_ACC,REFERENCE_NO,CREATION_DT,LIQD_DATE,TD_DEPOSITER,TD_DEPOSITER_NAME,TD_CERT_COLLECTOR,TD_CERT_COLLECTOR_NAME,TD_WITHDRAWER,TD_WITHDRAWER_NAME,TD_CERT_PRINT_DT,ENDORSABLE,JOINT_AC_INDICATOR,JOINT_HOLDER,PAYIN_DT,PAYIN_BRN,PAYIN_ACC,PAYIN_CCY,RATE_TYPE,ROLLOVER_INTRT,INT_BOOK_ACC,INT_BOOK_BRN,INT_BOOK_CCY,AUTOLIQD,GEN_MAT_ADV,GEN_RENEWAL_NOT,ADVICE_MEDIA,EMAIL,CUSTODY_STAT,DOC_STAT,AC_STAT,AC_BLOCKED,REASON_CODE,LATEST_EVENT_SEQ_NO,TENOR,NEXT_RATE_CHANGE_DT,INPUT_TAX_AMT,TD_MATURITY_AMT,TD_INT_AMT_READJ_CCY,TD_MAT_AMT_READJ_CCY,XREF,TD_PRN_AMT_READJ_CCY,TD_INT_AMT,ORIGINAL_TD_AMT,ALLOW_PARTIAL_PREPAYMENT,ORIGINAL_TENOR,SPL_COND_INT_RATE,PARTIAL_PREPAID_DATE,CUSTOMER_DCV,DCV_SLIDE_NO,DOCUMENT_NUMBER,DOCUMENT_DIGIT,CONTROL_BRANCH,CTRL_COST_CENTER,TD_CONTROL_EXECUTIVE,TAX_BENEFIT_CODE,DOCUMENT_REGION,OFICINA_CREACION,CREATION_COST_CENTER,TD_CREATION_EXECUTIVE,CREATION_CHANNEL_SYSTEM,CREATION_CHANNEL,LIQD_BRN,LIQD_COST_CENTER,TD_LIQD_EXECUTIVE,LIQD_CHANNEL,CREATION_TRN_CODE,MAINT_DATE,MAINT_BRANCH,MAINT_COST_CENTER,MAINT_EXECUTIVE,MAINT_CHANNEL_SYSTEM,CMAINT_CHANNEL,PREV_RATE,COMMER_COST_CENTER,BAE_BRANCH,BAE_DOC_NUM,BAE_SEQUENTIAL_NUM,BAE_OPERATION_TYPE,AUTHORIZER_RUT_ID,VALUEDATED_DOC_PRNT_BRN,MIG_DOC_MARK,DESTINATION_CODE,DCV_CUSTOMER_NO,CUSTOMER_SECOND_NAME,OPERATION_KEY,DCV_DEPOSIT,DEP_GUARANTEE,BIS57,RATE_VALUE,RATE_SPREAD,AUTH_RATE,RATE_CODE,SPL_COND_TAX_RATE,MOVE_DORMANCY,RETN_DAYS,RETN_TYPE,CUST_NEG,CUST_NEG_VIEW,PREV_TD_INT_AMT_READJ_CCY,NATIONALITY,TXN_ID
023,100000000498,PEN,4394,P,17063.700,OFF,100000000498,TRN000000000498,2026-05-13,2026-05-13,TD_DEPOSITER,Td Depositer Name 498,TD_CERT_COLL,Td Cert Collector Name 498,TD_WITHDRAWE,Td Withdrawer Name 498,2026-05-13,E,J,JOINT_HOLDER,2026-05-13,PAY,100000000498,PEN,RA,RO,100000000498,INT,PEN,A,G,G,ADVICE_MEDIA_49,EMAIL_498,CU,D,A,A,REASON_CODE_498,8560,4780,2026-05-13,8411.900,11705.100,18374.4000,20351.9000,XREF_498,7959.2000,1205.300,11497.7000,A,702005,1.76000,2026-05-13,961674,738096,DOCUME,D,023,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,DEP,2026-05-13,023,MAI,MAI,MAI,CMA,3.5400,COMME,023,269918,148588,BAE,AUTHORIZE,VAL,M,DESTI,CUST000498,CUST000498,OPERATION_KEY_4,D,D,B,2.88000,1.80000,A,RATE_CODE_,1.99000,M,RETN_,RETN_,575553.00000,558020.00000,753.0000,NAT,TXN0000000000000498
024,100000000499,EUR,4504,P,11200.000,OFF,100000000499,TRN000000000499,2026-05-14,2026-05-14,TD_DEPOSITER,Td Depositer Name 499,TD_CERT_COLL,Td Cert Collector Name 499,TD_WITHDRAWE,Td Withdrawer Name 499,2026-05-14,E,J,JOINT_HOLDER,2026-05-14,PAY,100000000499,EUR,RA,RO,100000000499,INT,EUR,A,G,G,ADVICE_MEDIA_49,EMAIL_499,CU,D,A,A,REASON_CODE_499,8028,1246,2026-05-14,14481.300,6482.300,5738.0000,7739.1000,XREF_499,11876.4000,402.500,10723.4000,A,30098,3.15000,2026-05-14,418169,925780,DOCUME,D,024,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,WDR,2026-05-14,024,MAI,MAI,MAI,CMA,2.5100,COMME,024,995574,344234,BAE,AUTHORIZE,VAL,M,DESTI,CUST000499,CUST000499,OPERATION_KEY_4,D,D,B,3.78000,1.99000,A,RATE_CODE_,3.43000,M,RETN_,RETN_,612897.00000,568720.00000,11116.4000,NAT,TXN0000000000000499
025,100000000500,BRL,189,P,5603.600,OFF,100000000500,TRN000000000500,2026-05-15,2026-05-15,TD_DEPOSITER,Td Depositer Name 500,TD_CERT_COLL,Td Cert Collector Name 500,TD_WITHDRAWE,Td Withdrawer Name 500,2026-05-15,E,J,JOINT_HOLDER,2026-05-15,PAY,100000000500,BRL,RA,RO,100000000500,INT,BRL,A,G,G,ADVICE_MEDIA_50,EMAIL_500,CU,D,A,A,REASON_CODE_500,3653,100,2026-05-15,13092.000,20647.800,6291.9000,19469.9000,XREF_500,18364.8000,2230.800,23213.8000,A,643093,3.99000,2026-05-15,225226,115993,DOCUME,D,025,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,TRF,2026-05-15,025,MAI,MAI,MAI,CMA,2.7300,COMME,025,881419,738187,BAE,AUTHORIZE,VAL,M,DESTI,CUST000500,CUST000500,OPERATION_KEY_5,D,D,B,1.69000,4.37000,A,RATE_CODE_,3.48000,M,RETN_,RETN_,537278.00000,799729.00000,2242.6000,NAT,TXN0000000000000500
001,100000000501,USD,2012,P,10466.600,OFF,100000000501,TRN000000000501,2026-05-16,2026-05-16,TD_DEPOSITER,Td Depositer Name 501,TD_CERT_COLL,Td Cert Collector Name 501,TD_WITHDRAWE,Td Withdrawer Name 501,2026-05-16,E,J,JOINT_HOLDER,2026-05-16,PAY,100000000501,USD,RA,RO,100000000501,INT,USD,A,G,G,ADVICE_MEDIA_50,EMAIL_501,CU,D,A,A,REASON_CODE_501,3991,545,2026-05-16,14104.200,1964.800,3777.9000,4443.8000,XREF_501,710.4000,12756.500,16107.2000,A,629163,1.96000,2026-05-16,890520,402527,DOCUME,D,001,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,FEE,2026-05-16,001,MAI,MAI,MAI,CMA,2.8500,COMME,001,936974,550551,BAE,AUTHORIZE,VAL,M,DESTI,CUST000501,CUST000501,OPERATION_KEY_5,D,D,B,1.92000,2.22000,A,RATE_CODE_,4.27000,M,RETN_,RETN_,418840.00000,383572.00000,12078.8000,NAT,TXN0000000000000501
002,100000000502,PEN,1494,P,23797.900,OFF,100000000502,TRN000000000502,2026-05-17,2026-05-17,TD_DEPOSITER,Td Depositer Name 502,TD_CERT_COLL,Td Cert Collector Name 502,TD_WITHDRAWE,Td Withdrawer Name 502,2026-05-17,E,J,JOINT_HOLDER,2026-05-17,PAY,100000000502,PEN,RA,RO,100000000502,INT,PEN,A,G,G,ADVICE_MEDIA_50,EMAIL_502,CU,D,A,A,REASON_CODE_502,1266,7742,2026-05-17,18108.500,13661.700,22712.9000,24432.0000,XREF_502,10282.0000,6523.100,7906.1000,A,762518,2.39000,2026-05-17,763460,506879,DOCUME,D,002,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,INT,2026-05-17,002,MAI,MAI,MAI,CMA,2.3100,COMME,002,902607,850251,BAE,AUTHORIZE,VAL,M,DESTI,CUST000502,CUST000502,OPERATION_KEY_5,D,D,B,4.21000,4.45000,A,RATE_CODE_,1.84000,M,RETN_,RETN_,911930.00000,462321.00000,16729.1000,NAT,TXN0000000000000502
003,100000000503,EUR,3164,P,11693.300,OFF,100000000503,TRN000000000503,2026-05-18,2026-05-18,TD_DEPOSITER,Td Depositer Name 503,TD_CERT_COLL,Td Cert Collector Name 503,TD_WITHDRAWE,Td Withdrawer Name 503,2026-05-18,E,J,JOINT_HOLDER,2026-05-18,PAY,100000000503,EUR,RA,RO,100000000503,INT,EUR,A,G,G,ADVICE_MEDIA_50,EMAIL_503,CU,D,A,A,REASON_CODE_503,5344,7407,2026-05-18,8404.800,9793.200,6191.4000,17676.7000,XREF_503,20259.0000,19809.900,24620.8000,A,731593,2.22000,2026-05-18,686000,7309,DOCUME,D,003,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,REV,2026-05-18,003,MAI,MAI,MAI,CMA,3.9100,COMME,003,180862,633293,BAE,AUTHORIZE,VAL,M,DESTI,CUST000503,CUST000503,OPERATION_KEY_5,D,D,B,4.11000,3.07000,A,RATE_CODE_,1.62000,M,RETN_,RETN_,292746.00000,711931.00000,16775.4000,NAT,TXN0000000000000503
004,100000000504,BRL,166,P,23029.100,OFF,100000000504,TRN000000000504,2026-05-19,2026-05-19,TD_DEPOSITER,Td Depositer Name 504,TD_CERT_COLL,Td Cert Collector Name 504,TD_WITHDRAWE,Td Withdrawer Name 504,2026-05-19,E,J,JOINT_HOLDER,2026-05-19,PAY,100000000504,BRL,RA,RO,100000000504,INT,BRL,A,G,G,ADVICE_MEDIA_50,EMAIL_504,CU,D,A,A,REASON_CODE_504,4353,886,2026-05-19,3083.600,15419.200,14608.7000,22771.8000,XREF_504,18771.7000,22852.600,21693.8000,A,401358,3.83000,2026-05-19,600792,280946,DOCUME,D,004,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,PAY,2026-05-19,004,MAI,MAI,MAI,CMA,2.8500,COMME,004,459138,970125,BAE,AUTHORIZE,VAL,M,DESTI,CUST000504,CUST000504,OPERATION_KEY_5,D,D,B,1.69000,3.32000,A,RATE_CODE_,2.00000,M,RETN_,RETN_,208353.00000,598850.00000,2022.9000,NAT,TXN0000000000000504
005,100000000505,USD,1789,P,1112.600,OFF,100000000505,TRN000000000505,2026-05-20,2026-05-20,TD_DEPOSITER,Td Depositer Name 505,TD_CERT_COLL,Td Cert Collector Name 505,TD_WITHDRAWE,Td Withdrawer Name 505,2026-05-20,E,J,JOINT_HOLDER,2026-05-20,PAY,100000000505,USD,RA,RO,100000000505,INT,USD,A,G,G,ADVICE_MEDIA_50,EMAIL_505,CU,D,A,A,REASON_CODE_505,3408,2391,2026-05-20,4663.700,12137.000,3237.0000,5151.5000,XREF_505,1117.3000,11296.600,9487.1000,A,202569,0.91000,2026-05-20,194515,627794,DOCUME,D,005,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,ATM,2026-05-20,005,MAI,MAI,MAI,CMA,4.2500,COMME,005,925107,960968,BAE,AUTHORIZE,VAL,M,DESTI,CUST000505,CUST000505,OPERATION_KEY_5,D,D,B,2.16000,2.68000,A,RATE_CODE_,4.41000,M,RETN_,RETN_,978565.00000,971473.00000,23509.2000,NAT,TXN0000000000000505
006,100000000506,PEN,7869,P,9706.600,OFF,100000000506,TRN000000000506,2026-05-21,2026-05-21,TD_DEPOSITER,Td Depositer Name 506,TD_CERT_COLL,Td Cert Collector Name 506,TD_WITHDRAWE,Td Withdrawer Name 506,2026-05-21,E,J,JOINT_HOLDER,2026-05-21,PAY,100000000506,PEN,RA,RO,100000000506,INT,PEN,A,G,G,ADVICE_MEDIA_50,EMAIL_506,CU,D,A,A,REASON_CODE_506,8670,9586,2026-05-21,19218.000,10692.000,15555.5000,11518.2000,XREF_506,5456.0000,14083.200,1607.3000,A,637499,1.36000,2026-05-21,917805,91287,DOCUME,D,006,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,DEP,2026-05-21,006,MAI,MAI,MAI,CMA,1.8800,COMME,006,569981,577536,BAE,AUTHORIZE,VAL,M,DESTI,CUST000506,CUST000506,OPERATION_KEY_5,D,D,B,2.18000,2.56000,A,RATE_CODE_,1.76000,M,RETN_,RETN_,711053.00000,780956.00000,6131.4000,NAT,TXN0000000000000506
007,100000000507,EUR,9660,P,14877.700,OFF,100000000507,TRN000000000507,2026-05-22,2026-05-22,TD_DEPOSITER,Td Depositer Name 507,TD_CERT_COLL,Td Cert Collector Name 507,TD_WITHDRAWE,Td Withdrawer Name 507,2026-05-22,E,J,JOINT_HOLDER,2026-05-22,PAY,100000000507,EUR,RA,RO,100000000507,INT,EUR,A,G,G,ADVICE_MEDIA_50,EMAIL_507,CU,D,A,A,REASON_CODE_507,4865,6762,2026-05-22,7472.200,16701.900,7256.7000,20999.5000,XREF_507,13396.0000,6456.300,21951.5000,A,260786,3.26000,2026-05-22,580208,925175,DOCUME,D,007,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,WDR,2026-05-22,007,MAI,MAI,MAI,CMA,3.9200,COMME,007,111917,376265,BAE,AUTHORIZE,VAL,M,DESTI,CUST000507,CUST000507,OPERATION_KEY_5,D,D,B,1.19000,0.89000,A,RATE_CODE_,1.85000,M,RETN_,RETN_,995350.00000,45787.00000,7234.8000,NAT,TXN0000000000000507
008,100000000508,BRL,2409,P,7388.800,OFF,100000000508,TRN000000000508,2026-05-23,2026-05-23,TD_DEPOSITER,Td Depositer Name 508,TD_CERT_COLL,Td Cert Collector Name 508,TD_WITHDRAWE,Td Withdrawer Name 508,2026-05-23,E,J,JOINT_HOLDER,2026-05-23,PAY,100000000508,BRL,RA,RO,100000000508,INT,BRL,A,G,G,ADVICE_MEDIA_50,EMAIL_508,CU,D,A,A,REASON_CODE_508,7948,5720,2026-05-23,14455.200,18358.000,16916.2000,22016.1000,XREF_508,23574.2000,7776.000,22097.5000,A,473864,2.30000,2026-05-23,776768,2493,DOCUME,D,008,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,TRF,2026-05-23,008,MAI,MAI,MAI,CMA,4.0500,COMME,008,184980,18591,BAE,AUTHORIZE,VAL,M,DESTI,CUST000508,CUST000508,OPERATION_KEY_5,D,D,B,3.30000,4.29000,A,RATE_CODE_,1.82000,M,RETN_,RETN_,690506.00000,132951.00000,20269.1000,NAT,TXN0000000000000508
009,100000000509,USD,5006,P,9929.200,OFF,100000000509,TRN000000000509,2026-05-24,2026-05-24,TD_DEPOSITER,Td Depositer Name 509,TD_CERT_COLL,Td Cert Collector Name 509,TD_WITHDRAWE,Td Withdrawer Name 509,2026-05-24,E,J,JOINT_HOLDER,2026-05-24,PAY,100000000509,USD,RA,RO,100000000509,INT,USD,A,G,G,ADVICE_MEDIA_50,EMAIL_509,CU,D,A,A,REASON_CODE_509,4433,8623,2026-05-24,170.300,12976.400,23028.4000,4481.1000,XREF_509,17715.0000,19433.400,21562.1000,A,776093,3.71000,2026-05-24,455072,327575,DOCUME,D,009,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,FEE,2026-05-24,009,MAI,MAI,MAI,CMA,4.4200,COMME,009,186516,675772,BAE,AUTHORIZE,VAL,M,DESTI,CUST000509,CUST000509,OPERATION_KEY_5,D,D,B,3.58000,2.46000,A,RATE_CODE_,2.56000,M,RETN_,RETN_,764305.00000,83516.00000,11287.0000,NAT,TXN0000000000000509
010,100000000510,PEN,758,P,19742.100,OFF,100000000510,TRN000000000510,2026-05-25,2026-05-25,TD_DEPOSITER,Td Depositer Name 510,TD_CERT_COLL,Td Cert Collector Name 510,TD_WITHDRAWE,Td Withdrawer Name 510,2026-05-25,E,J,JOINT_HOLDER,2026-05-25,PAY,100000000510,PEN,RA,RO,100000000510,INT,PEN,A,G,G,ADVICE_MEDIA_51,EMAIL_510,CU,D,A,A,REASON_CODE_510,9296,3612,2026-05-25,22753.100,2616.800,16687.6000,18621.7000,XREF_510,7763.3000,23385.300,2892.8000,A,569290,2.47000,2026-05-25,566916,471591,DOCUME,D,010,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,INT,2026-05-25,010,MAI,MAI,MAI,CMA,2.9000,COMME,010,575470,148885,BAE,AUTHORIZE,VAL,M,DESTI,CUST000510,CUST000510,OPERATION_KEY_5,D,D,B,1.31000,1.29000,A,RATE_CODE_,2.35000,M,RETN_,RETN_,547536.00000,398033.00000,6036.9000,NAT,TXN0000000000000510
011,100000000511,EUR,4083,P,20047.500,OFF,100000000511,TRN000000000511,2026-05-26,2026-05-26,TD_DEPOSITER,Td Depositer Name 511,TD_CERT_COLL,Td Cert Collector Name 511,TD_WITHDRAWE,Td Withdrawer Name 511,2026-05-26,E,J,JOINT_HOLDER,2026-05-26,PAY,100000000511,EUR,RA,RO,100000000511,INT,EUR,A,G,G,ADVICE_MEDIA_51,EMAIL_511,CU,D,A,A,REASON_CODE_511,8452,3086,2026-05-26,14349.700,22902.200,11029.8000,7063.7000,XREF_511,12745.6000,439.200,2613.6000,A,951201,2.69000,2026-05-26,282840,738439,DOCUME,D,011,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,REV,2026-05-26,011,MAI,MAI,MAI,CMA,1.4900,COMME,011,815698,520407,BAE,AUTHORIZE,VAL,M,DESTI,CUST000511,CUST000511,OPERATION_KEY_5,D,D,B,4.14000,3.72000,A,RATE_CODE_,1.97000,M,RETN_,RETN_,250695.00000,416469.00000,23259.4000,NAT,TXN0000000000000511
012,100000000512,BRL,8255,P,8715.900,OFF,100000000512,TRN000000000512,2026-05-27,2026-05-27,TD_DEPOSITER,Td Depositer Name 512,TD_CERT_COLL,Td Cert Collector Name 512,TD_WITHDRAWE,Td Withdrawer Name 512,2026-05-27,E,J,JOINT_HOLDER,2026-05-27,PAY,100000000512,BRL,RA,RO,100000000512,INT,BRL,A,G,G,ADVICE_MEDIA_51,EMAIL_512,CU,D,A,A,REASON_CODE_512,1059,8259,2026-05-27,13143.100,24116.400,9058.1000,18420.1000,XREF_512,18790.3000,19038.000,2887.0000,A,779369,4.32000,2026-05-27,340345,996601,DOCUME,D,012,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,PAY,2026-05-27,012,MAI,MAI,MAI,CMA,1.5200,COMME,012,683545,858812,BAE,AUTHORIZE,VAL,M,DESTI,CUST000512,CUST000512,OPERATION_KEY_5,D,D,B,1.42000,2.51000,A,RATE_CODE_,1.10000,M,RETN_,RETN_,224032.00000,94541.00000,23472.0000,NAT,TXN0000000000000512
013,100000000513,USD,7638,P,4749.400,OFF,100000000513,TRN000000000513,2026-05-28,2026-05-28,TD_DEPOSITER,Td Depositer Name 513,TD_CERT_COLL,Td Cert Collector Name 513,TD_WITHDRAWE,Td Withdrawer Name 513,2026-05-28,E,J,JOINT_HOLDER,2026-05-28,PAY,100000000513,USD,RA,RO,100000000513,INT,USD,A,G,G,ADVICE_MEDIA_51,EMAIL_513,CU,D,A,A,REASON_CODE_513,1694,4480,2026-05-28,11635.400,6816.800,16987.8000,15558.5000,XREF_513,24548.8000,9693.200,12113.6000,A,907550,3.27000,2026-05-28,229082,396008,DOCUME,D,013,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,ATM,2026-05-28,013,MAI,MAI,MAI,CMA,1.7000,COMME,013,31743,509266,BAE,AUTHORIZE,VAL,M,DESTI,CUST000513,CUST000513,OPERATION_KEY_5,D,D,B,2.65000,1.07000,A,RATE_CODE_,3.63000,M,RETN_,RETN_,477878.00000,35880.00000,11424.9000,NAT,TXN0000000000000513
014,100000000514,PEN,8710,P,20437.300,OFF,100000000514,TRN000000000514,2026-05-29,2026-05-29,TD_DEPOSITER,Td Depositer Name 514,TD_CERT_COLL,Td Cert Collector Name 514,TD_WITHDRAWE,Td Withdrawer Name 514,2026-05-29,E,J,JOINT_HOLDER,2026-05-29,PAY,100000000514,PEN,RA,RO,100000000514,INT,PEN,A,G,G,ADVICE_MEDIA_51,EMAIL_514,CU,D,A,A,REASON_CODE_514,7069,5642,2026-05-29,21332.300,9165.600,21181.1000,11030.2000,XREF_514,24570.8000,18272.800,19591.4000,A,956081,2.70000,2026-05-29,658422,727448,DOCUME,D,014,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,DEP,2026-05-29,014,MAI,MAI,MAI,CMA,3.8400,COMME,014,107550,604021,BAE,AUTHORIZE,VAL,M,DESTI,CUST000514,CUST000514,OPERATION_KEY_5,D,D,B,0.87000,1.78000,A,RATE_CODE_,1.00000,M,RETN_,RETN_,298165.00000,979512.00000,5652.6000,NAT,TXN0000000000000514
015,100000000515,EUR,2334,P,5545.100,OFF,100000000515,TRN000000000515,2026-05-30,2026-05-30,TD_DEPOSITER,Td Depositer Name 515,TD_CERT_COLL,Td Cert Collector Name 515,TD_WITHDRAWE,Td Withdrawer Name 515,2026-05-30,E,J,JOINT_HOLDER,2026-05-30,PAY,100000000515,EUR,RA,RO,100000000515,INT,EUR,A,G,G,ADVICE_MEDIA_51,EMAIL_515,CU,D,A,A,REASON_CODE_515,9739,9252,2026-05-30,21902.300,12129.200,20097.6000,4952.8000,XREF_515,12802.5000,589.400,13611.9000,A,812457,2.55000,2026-05-30,739302,272858,DOCUME,D,015,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,WDR,2026-05-30,015,MAI,MAI,MAI,CMA,2.1600,COMME,015,487275,674639,BAE,AUTHORIZE,VAL,M,DESTI,CUST000515,CUST000515,OPERATION_KEY_5,D,D,B,1.85000,3.36000,A,RATE_CODE_,3.92000,M,RETN_,RETN_,657181.00000,377501.00000,7674.2000,NAT,TXN0000000000000515
016,100000000516,BRL,4349,P,24875.600,OFF,100000000516,TRN000000000516,2026-05-31,2026-05-31,TD_DEPOSITER,Td Depositer Name 516,TD_CERT_COLL,Td Cert Collector Name 516,TD_WITHDRAWE,Td Withdrawer Name 516,2026-05-31,E,J,JOINT_HOLDER,2026-05-31,PAY,100000000516,BRL,RA,RO,100000000516,INT,BRL,A,G,G,ADVICE_MEDIA_51,EMAIL_516,CU,D,A,A,REASON_CODE_516,1538,5902,2026-05-31,5432.700,13721.700,6807.9000,2698.6000,XREF_516,202.8000,8351.000,2140.0000,A,998186,3.21000,2026-05-31,972965,129943,DOCUME,D,016,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,TRF,2026-05-31,016,MAI,MAI,MAI,CMA,2.4100,COMME,016,511642,674903,BAE,AUTHORIZE,VAL,M,DESTI,CUST000516,CUST000516,OPERATION_KEY_5,D,D,B,4.32000,1.82000,A,RATE_CODE_,2.61000,M,RETN_,RETN_,530519.00000,888062.00000,14571.5000,NAT,TXN0000000000000516
017,100000000517,USD,9549,P,22593.000,OFF,100000000517,TRN000000000517,2026-06-01,2026-06-01,TD_DEPOSITER,Td Depositer Name 517,TD_CERT_COLL,Td Cert Collector Name 517,TD_WITHDRAWE,Td Withdrawer Name 517,2026-06-01,E,J,JOINT_HOLDER,2026-06-01,PAY,100000000517,USD,RA,RO,100000000517,INT,USD,A,G,G,ADVICE_MEDIA_51,EMAIL_517,CU,D,A,A,REASON_CODE_517,8726,2235,2026-06-01,1369.800,5140.400,4221.5000,16395.5000,XREF_517,2587.6000,4114.200,1355.0000,A,857227,3.00000,2026-06-01,748251,93909,DOCUME,D,017,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,FEE,2026-06-01,017,MAI,MAI,MAI,CMA,2.8000,COMME,017,520673,433594,BAE,AUTHORIZE,VAL,M,DESTI,CUST000517,CUST000517,OPERATION_KEY_5,D,D,B,1.51000,3.32000,A,RATE_CODE_,4.40000,M,RETN_,RETN_,760397.00000,847343.00000,13662.7000,NAT,TXN0000000000000517
018,100000000518,PEN,3392,P,5770.300,OFF,100000000518,TRN000000000518,2026-06-02,2026-06-02,TD_DEPOSITER,Td Depositer Name 518,TD_CERT_COLL,Td Cert Collector Name 518,TD_WITHDRAWE,Td Withdrawer Name 518,2026-06-02,E,J,JOINT_HOLDER,2026-06-02,PAY,100000000518,PEN,RA,RO,100000000518,INT,PEN,A,G,G,ADVICE_MEDIA_51,EMAIL_518,CU,D,A,A,REASON_CODE_518,1571,7455,2026-06-02,6072.200,15413.800,2715.1000,19098.3000,XREF_518,23101.3000,15040.600,9541.7000,A,752858,2.75000,2026-06-02,850406,933002,DOCUME,D,018,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,INT,2026-06-02,018,MAI,MAI,MAI,CMA,2.9500,COMME,018,966741,292483,BAE,AUTHORIZE,VAL,M,DESTI,CUST000518,CUST000518,OPERATION_KEY_5,D,D,B,1.69000,3.80000,A,RATE_CODE_,0.88000,M,RETN_,RETN_,152419.00000,187008.00000,22713.7000,NAT,TXN0000000000000518
019,100000000519,EUR,8955,P,153822.400,OFF,100000000519,TRN000000000519,2026-06-03,2026-06-03,TD_DEPOSITER,Td Depositer Name 519,TD_CERT_COLL,Td Cert Collector Name 519,TD_WITHDRAWE,Td Withdrawer Name 519,2026-06-03,E,J,JOINT_HOLDER,2026-06-03,PAY,100000000519,EUR,RA,RO,100000000519,INT,EUR,A,G,G,ADVICE_MEDIA_51,EMAIL_519,CU,D,A,A,REASON_CODE_519,6833,6104,2026-06-03,97000.000,35024.000,4544.8000,19732.8000,XREF_519,106730.4000,155026.400,58479.2000,A,923702,1.83000,2026-06-03,864594,59147,DOCUME,D,019,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,REV,2026-06-03,019,MAI,MAI,MAI,CMA,1.0500,COMME,019,198898,57064,BAE,AUTHORIZE,VAL,M,DESTI,CUST000519,CUST000519,OPERATION_KEY_5,D,D,B,1.47000,3.99000,A,RATE_CODE_,2.39000,M,RETN_,RETN_,46345.00000,104620.00000,79447.2000,NAT,TXN0000000000000519
020,100000000520,BRL,1122,P,18380.700,OFF,100000000520,TRN000000000520,2026-06-04,2026-06-04,TD_DEPOSITER,Td Depositer Name 520,TD_CERT_COLL,Td Cert Collector Name 520,TD_WITHDRAWE,Td Withdrawer Name 520,2026-06-04,E,J,JOINT_HOLDER,2026-06-04,PAY,100000000520,BRL,RA,RO,100000000520,INT,BRL,A,G,G,ADVICE_MEDIA_52,EMAIL_520,CU,D,A,A,REASON_CODE_520,8237,5714,2026-06-04,21489.800,15127.100,128.9000,23442.0000,XREF_520,11032.5000,987.400,15383.5000,A,86,1.33000,2026-06-04,185550,392447,DOCUME,D,020,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,PAY,2026-06-04,020,MAI,MAI,MAI,CMA,1.5900,COMME,020,319903,605980,BAE,AUTHORIZE,VAL,M,DESTI,CUST000520,CUST000520,OPERATION_KEY_5,D,D,B,2.61000,2.78000,A,RATE_CODE_,2.44000,M,RETN_,RETN_,957809.00000,669321.00000,12056.0000,NAT,TXN0000000000000520
