BRN,ACC,CALC_ACC,BOOK_ACC,HAS_IS,INT_START_DATE,LAST_IS_DATE,ACC_TYPE,BOOK_BRN,SHOW_BV_IS,BVT_DATE,CHARGE_ACC,BOOK_CCY,CHARGE_CCY,COMBVT_DATE,VERSION_NO,AUTO_ROLLOVER,CLOSE_ON_MATURITY,MOVE_INT_TO_UNCLAIMED,MOVE_PRIC_TO_UNCLAIMED,MATURITY_DATE,PRINC_LIQ_AC,ROLLOVER_TYPE,ROLLOVER_AMT,PRINC_LIQ_BRANCH,NEXT_MATURITY_DATE,HAS_DRCR_ADV,RD_FLAG,RD_AUTO_PMNT_TAKEDOWN,RD_MOVE_MAT_TO_UNCLAIMED,RD_MOVE_FUNDS_ON_OVD,RD_TAKEDOWN_DAYS,RD_TAKEDOWN_MONTHS,RD_TAKEDOWN_YEARS,RD_PAYMENT_ACC,RD_PAYMENT_BRN,RD_PAYMENT_CCY,RD_INSTALLMENT_AMT,RD_PAY_SCHDT,OVERRIDE_AMT_BLOCK,CHG_START_DATE,CHARGE_BRN,REDIRECT_LCY_ENTRIES,PRINC_LIQ_MODE,PRINC_LIQ_CCY,ARCHIVE_DATE,REFERENCE_NO
013,100000000338,100000000338,100000000338,H,2026-12-04,2026-12-04,1,BOO,S,2026-12-04,100000000338,PEN,PEN,2026-12-04,33443,A,C,M,M,2026-12-04,PRINC_LIQ_AC_338,R,21055,013,2026-12-04,C,N,R,R,R,0,19841,46847,100000000338,RD_,PEN,10244.900,2026-12-04,O,2026-12-04,CHA,R,PRI,PEN,2026-12-04,TRN000000000338
014,100000000339,100000000339,100000000339,H,2026-12-05,2026-12-05,1,BOO,S,2026-12-05,100000000339,EUR,EUR,2026-12-05,396709,A,C,M,M,2026-12-05,PRINC_LIQ_AC_339,R,12206,014,2026-12-05,D,N,R,R,R,17,49038,33651,100000000339,RD_,EUR,11449.900,2026-12-05,O,2026-12-05,CHA,R,PRI,EUR,2026-12-05,TRN000000000339
015,100000000340,100000000340,100000000340,H,2026-12-06,2026-12-06,1,BOO,S,2026-12-06,100000000340,BRL,BRL,2026-12-06,827494,A,C,M,M,2026-12-06,PRINC_LIQ_AC_340,R,1002,015,2026-12-06,C,N,R,R,R,19,89848,4582,100000000340,RD_,BRL,12002.400,2026-12-06,O,2026-12-06,CHA,R,PRI,BRL,2026-12-06,TRN000000000340
016,100000000341,100000000341,100000000341,H,2026-12-07,2026-12-07,1,BOO,S,2026-12-07,100000000341,USD,USD,2026-12-07,485714,A,C,M,M,2026-12-07,PRINC_LIQ_AC_341,R,5493,016,2026-12-07,D,Y,R,R,R,35,1024,74722,100000000341,RD_,USD,1452.700,2026-12-07,O,2026-12-07,CHA,R,PRI,USD,2026-12-07,TRN000000000341
017,100000000342,100000000342,100000000342,H,2026-12-08,2026-12-08,1,BOO,S,2026-12-08,100000000342,PEN,PEN,2026-12-08,389834,A,C,M,M,2026-12-08,PRINC_LIQ_AC_342,R,8297,017,2026-12-08,C,N,R,R,R,16,61353,52940,100000000342,RD_,PEN,6487.700,2026-12-08,O,2026-12-08,CHA,R,PRI,PEN,2026-12-08,TRN000000000342
018,100000000343,100000000343,100000000343,H,2026-12-09,2026-12-09,1,BOO,S,2026-12-09,100000000343,EUR,EUR,2026-12-09,504177,A,C,M,M,2026-12-09,PRINC_LIQ_AC_343,R,4116,018,2026-12-09,D,N,R,R,R,14,55705,84343,100000000343,RD_,EUR,22614.400,2026-12-09,O,2026-12-09,CHA,R,PRI,EUR,2026-12-09,TRN000000000343
019,100000000344,100000000344,100000000344,H,2026-12-10,2026-12-10,1,BOO,S,2026-12-10,100000000344,BRL,BRL,2026-12-10,38226,A,C,M,M,2026-12-10,PRINC_LIQ_AC_344,R,22577,019,2026-12-10,C,N,R,R,R,13,98849,13552,100000000344,RD_,BRL,20483.200,2026-12-10,O,2026-12-10,CHA,R,PRI,BRL,2026-12-10,TRN000000000344
020,100000000345,100000000345,100000000345,H,2026-12-11,2026-12-11,1,BOO,S,2026-12-11,100000000345,USD,USD,2026-12-11,527391,A,C,M,M,2026-12-11,PRINC_LIQ_AC_345,R,14682,020,2026-12-11,D,N,R,R,R,11,95317,6051,100000000345,RD_,USD,57.900,2026-12-11,O,2026-12-11,CHA,R,PRI,USD,2026-12-11,TRN000000000345
021,100000000346,100000000346,100000000346,H,2026-12-12,2026-12-12,1,BOO,S,2026-12-12,100000000346,PEN,PEN,2026-12-12,297763,A,C,M,M,2026-12-12,PRINC_LIQ_AC_346,R,17266,021,2026-12-12,C,Y,R,R,R,23,95906,37126,100000000346,RD_,PEN,17260.600,2026-12-12,O,2026-12-12,CHA,R,PRI,PEN,2026-12-12,TRN000000000346
022,100000000347,100000000347,100000000347,H,2026-12-13,2026-12-13,1,BOO,S,2026-12-13,100000000347,EUR,EUR,2026-12-13,25939,A,C,M,M,2026-12-13,PRINC_LIQ_AC_347,R,20836,022,2026-12-13,D,N,R,R,R,13,73436,69924,100000000347,RD_,EUR,17108.100,2026-12-13,O,2026-12-13,CHA,R,PRI,EUR,2026-12-13,TRN000000000347
023,100000000348,100000000348,100000000348,H,2026-12-14,2026-12-14,1,BOO,S,2026-12-14,100000000348,BRL,BRL,2026-12-14,621011,A,C,M,M,2026-12-14,PRINC_LIQ_AC_348,R,17738,023,2026-12-14,C,N,R,R,R,23,91950,2409,100000000348,RD_,BRL,10115.200,2026-12-14,O,2026-12-14,CHA,R,PRI,BRL,2026-12-14,TRN000000000348
024,100000000349,100000000349,100000000349,H,2026-12-15,2026-12-15,1,BOO,S,2026-12-15,100000000349,USD,USD,2026-12-15,248174,A,C,M,M,2026-12-15,PRINC_LIQ_AC_349,R,21551,024,2026-12-15,D,N,R,R,R,9,1060,76452,100000000349,RD_,USD,8642.600,2026-12-15,O,2026-12-15,CHA,R,PRI,USD,2026-12-15,TRN000000000349
025,100000000350,100000000350,100000000350,H,2026-12-16,2026-12-16,1,BOO,S,2026-12-16,100000000350,PEN,PEN,2026-12-16,102193,A,C,M,M,2026-12-16,PRINC_LIQ_AC_350,R,6342,025,2026-12-16,C,N,R,R,R,0,59130,89479,100000000350,RD_,PEN,14269.100,2026-12-16,O,2026-12-16,CHA,R,PRI,PEN,2026-12-16,TRN000000000350
001,100000000351,100000000351,100000000351,H,2026-12-17,2026-12-17,1,BOO,S,2026-12-17,100000000351,EUR,EUR,2026-12-17,843369,A,C,M,M,2026-12-17,PRINC_LIQ_AC_351,R,18997,001,2026-12-17,D,Y,R,R,R,14,23078,40514,100000000351,RD_,EUR,3529.000,2026-12-17,O,2026-12-17,CHA,R,PRI,EUR,2026-12-17,TRN000000000351
002,100000000352,100000000352,100000000352,H,2026-12-18,2026-12-18,1,BOO,S,2026-12-18,100000000352,BRL,BRL,2026-12-18,267630,A,C,M,M,2026-12-18,PRINC_LIQ_AC_352,R,10594,002,2026-12-18,C,N,R,R,R,27,71693,95012,100000000352,RD_,BRL,7860.300,2026-12-18,O,2026-12-18,CHA,R,PRI,BRL,2026-12-18,TRN000000000352
003,100000000353,100000000353,100000000353,H,2026-12-19,2026-12-19,1,BOO,S,2026-12-19,100000000353,USD,USD,2026-12-19,630684,A,C,M,M,2026-12-19,PRINC_LIQ_AC_353,R,4908,003,2026-12-19,D,N,R,R,R,6,8748,14427,100000000353,RD_,USD,3607.700,2026-12-19,O,2026-12-19,CHA,R,PRI,USD,2026-12-19,TRN000000000353
004,100000000354,100000000354,100000000354,H,2026-12-20,2026-12-20,1,BOO,S,2026-12-20,100000000354,PEN,PEN,2026-12-20,221116,A,C,M,M,2026-12-20,PRINC_LIQ_AC_354,R,2411,004,2026-12-20,C,N,R,R,R,29,45718,93620,100000000354,RD_,PEN,1705.200,2026-12-20,O,2026-12-20,CHA,R,PRI,PEN,2026-12-20,TRN000000000354
005,100000000355,100000000355,100000000355,H,2026-12-21,2026-12-21,1,BOO,S,2026-12-21,100000000355,EUR,EUR,2026-12-21,570846,A,C,M,M,2026-12-21,PRINC_LIQ_AC_355,R,18083,005,2026-12-21,D,N,R,R,R,12,63435,17615,100000000355,RD_,EUR,9211.000,2026-12-21,O,2026-12-21,CHA,R,PRI,EUR,2026-12-21,TRN000000000355
006,100000000356,100000000356,100000000356,H,2026-12-22,2026-12-22,1,BOO,S,2026-12-22,100000000356,BRL,BRL,2026-12-22,312930,A,C,M,M,2026-12-22,PRINC_LIQ_AC_356,R,10043,006,2026-12-22,C,Y,R,R,R,22,24924,55377,100000000356,RD_,BRL,5591.700,2026-12-22,O,2026-12-22,CHA,R,PRI,BRL,2026-12-22,TRN000000000356
007,100000000357,100000000357,100000000357,H,2026-12-23,2026-12-23,1,BOO,S,2026-12-23,100000000357,USD,USD,2026-12-23,440176,A,C,M,M,2026-12-23,PRINC_LIQ_AC_357,R,7287,007,2026-12-23,D,N,R,R,R,18,32594,84280,100000000357,RD_,USD,14041.500,2026-12-23,O,2026-12-23,CHA,R,PRI,USD,2026-12-23,TRN000000000357
008,100000000358,100000000358,100000000358,H,2026-12-24,2026-12-24,1,BOO,S,2026-12-24,100000000358,PEN,PEN,2026-12-24,710972,A,C,M,M,2026-12-24,PRINC_LIQ_AC_358,R,21355,008,2026-12-24,C,N,R,R,R,16,47709,31939,100000000358,RD_,PEN,3217.100,2026-12-24,O,2026-12-24,CHA,R,PRI,PEN,2026-12-24,TRN000000000358
009,100000000359,100000000359,100000000359,H,2026-12-25,2026-12-25,1,BOO,S,2026-12-25,100000000359,EUR,EUR,2026-12-25,853236,A,C,M,M,2026-12-25,PRINC_LIQ_AC_359,R,16026,009,2026-12-25,D,N,R,R,R,26,83724,95652,100000000359,RD_,EUR,15508.900,2026-12-25,O,2026-12-25,CHA,R,PRI,EUR,2026-12-25,TRN000000000359
010,100000000360,100000000360,100000000360,H,2026-12-26,2026-12-26,1,BOO,S,2026-12-26,100000000360,BRL,BRL,2026-12-26,521138,A,C,M,M,2026-12-26,PRINC_LIQ_AC_360,R,24091,010,2026-12-26,C,N,R,R,R,34,35731,9047,100000000360,RD_,BRL,257.500,2026-12-26,O,2026-12-26,CHA,R,PRI,BRL,2026-12-26,TRN000000000360
011,100000000361,100000000361,100000000361,H,2026-12-27,2026-12-27,1,BOO,S,2026-12-27,100000000361,USD,USD,2026-12-27,158834,A,C,M,M,2026-12-27,PRINC_LIQ_AC_361,R,18251,011,2026-12-27,D,Y,R,R,R,16,34137,43134,100000000361,RD_,USD,13775.400,2026-12-27,O,2026-12-27,CHA,R,PRI,USD,2026-12-27,TRN000000000361
012,100000000362,100000000362,100000000362,H,2026-12-28,2026-12-28,1,BOO,S,2026-12-28,100000000362,PEN,PEN,2026-12-28,678781,A,C,M,M,2026-12-28,PRINC_LIQ_AC_362,R,6810,012,2026-12-28,C,N,R,R,R,7,48551,37581,100000000362,RD_,PEN,388.200,2026-12-28,O,2026-12-28,CHA,R,PRI,PEN,2026-12-28,TRN000000000362
013,100000000363,100000000363,100000000363,H,2026-12-29,2026-12-29,1,BOO,S,2026-12-29,100000000363,EUR,EUR,2026-12-29,602782,A,C,M,M,2026-12-29,PRINC_LIQ_AC_363,R,12723,013,2026-12-29,D,N,R,R,R,8,77807,68214,100000000363,RD_,EUR,19397.900,2026-12-29,O,2026-12-29,CHA,R,PRI,EUR,2026-12-29,TRN000000000363
014,100000000364,100000000364,100000000364,H,2026-12-30,2026-12-30,1,BOO,S,2026-12-30,100000000364,BRL,BRL,2026-12-30,311683,A,C,M,M,2026-12-30,PRINC_LIQ_AC_364,R,7359,014,2026-12-30,C,N,R,R,R,24,26936,65488,100000000364,RD_,BRL,23693.000,2026-12-30,O,2026-12-30,CHA,R,PRI,BRL,2026-12-30,TRN000000000364
015,100000000365,100000000365,100000000365,H,2026-12-31,2026-12-31,1,BOO,S,2026-12-31,100000000365,USD,USD,2026-12-31,646534,A,C,M,M,2026-12-31,PRINC_LIQ_AC_365,R,4994,015,2026-12-31,D,N,R,R,R,31,88898,92726,100000000365,RD_,USD,4390.900,2026-12-31,O,2026-12-31,CHA,R,PRI,USD,2026-12-31,TRN000000000365
016,100000000366,100000000366,100000000366,H,2026-01-01,2026-01-01,1,BOO,S,2026-01-01,100000000366,PEN,PEN,2026-01-01,626733,A,C,M,M,2026-01-01,PRINC_LIQ_AC_366,R,18217,016,2026-01-01,C,Y,R,R,R,6,14105,18205,100000000366,RD_,PEN,15218.400,2026-01-01,O,2026-01-01,CHA,R,PRI,PEN,2026-01-01,TRN000000000366
017,100000000367,100000000367,100000000367,H,2026-01-02,2026-01-02,1,BOO,S,2026-01-02,100000000367,EUR,EUR,2026-01-02,109526,A,C,M,M,2026-01-02,PRINC_LIQ_AC_367,R,3291,017,2026-01-02,D,N,R,R,R,31,28840,32442,100000000367,RD_,EUR,4675.200,2026-01-02,O,2026-01-02,CHA,R,PRI,EUR,2026-01-02,TRN000000000367
