BRN,ACC,CCY,PAYIN_OPTION,TD_AMOUNT,OFFSET_BRN,TD_OFFSET_ACC,REFERENCE_NO,TENOR,TD_WITHDRAWER_NAME,TD_CERT_PRINT_DT,ENDORSABLE,JOINT_AC_INDICATOR,JOINT_HOLDER,PAYIN_DT,PAYIN_BRN,PAYIN_ACC,PAYIN_CCY,RATE_TYPE,ROLLOVER_INTRT,INT_BOOK_ACC,INT_BOOK_BRN,INT_BOOK_CCY,AUTOLIQD,GEN_MAT_ADV,GEN_RENEWAL_NOT,ADVICE_MEDIA,EMAIL,CREATION_DT,CUSTODY_STAT,DOC_STAT,AC_STAT,AC_BLOCKED,REASON_CODE,LATEST_VERSION_NO,LIQD_DATE,TD_DEPOSITER,TD_DEPOSITER_NAME,TD_CERT_COLLECTOR,TD_CERT_COLLECTOR_NAME,TD_WITHDRAWER,LATEST_EVENT_SEQ_NO,TXN_ID,NEXT_RATE_CHANGE_DT,TD_INT_AMT_READJ_CCY,TD_INT_AMT,TD_MATURITY_AMT,TD_PRN_AMT_READJ_CCY,TD_MAT_AMT_READJ_CCY,ORIGINAL_TD_AMT,ALLOW_PARTIAL_PREPAYMENT,ORIGINAL_TENOR,SPL_COND_INT_RATE,PARTIAL_PREPAID_DATE,CUSTOMER_DCV,DCV_SLIDE_NO,DOCUMENT_NUMBER,DOCUMENT_DIGIT,CONTROL_BRANCH,CTRL_COST_CENTER,TD_CONTROL_EXECUTIVE,TAX_BENEFIT_CODE,DOCUMENT_REGION,OFICINA_CREACION,CREATION_COST_CENTER,TD_CREATION_EXECUTIVE,CREATION_CHANNEL_SYSTEM,CREATION_CHANNEL,LIQD_BRN,LIQD_COST_CENTER,TD_LIQD_EXECUTIVE,LIQD_CHANNEL,CREATION_TRN_CODE,MAINT_DATE,MAINT_BRANCH,MAINT_COST_CENTER,MAINT_EXECUTIVE,MAINT_CHANNEL_SYSTEM,CMAINT_CHANNEL,PREV_RATE,COMMER_COST_CENTER,BAE_BRANCH,BAE_DOC_NUM,BAE_SEQUENTIAL_NUM,BAE_OPERATION_TYPE,AUTHORIZER_RUT_ID,VALUEDATED_DOC_PRNT_BRN,MIG_DOC_MARK,DESTINATION_CODE,DCV_CUSTOMER_NO,CUSTOMER_SECOND_NAME,OPERATION_KEY,DCV_DEPOSIT,DEP_GUARANTEE,BIS57,RATE_VALUE,RATE_SPREAD,AUTH_RATE,RATE_CODE,SPL_COND_TAX_RATE,MOVE_DORMANCY,RETN_DAYS,RETN_TYPE,INPUT_TAX_AMT,CUST_NEG,CUST_NEG_VIEW,PREV_TD_INT_AMT_READJ_CCY,NATIONALITY,ARCHIVE_DATE
025,100000000400,BRL,P,10165.100,OFF,100000000400,TRN000000000400,6655,Td Withdrawer Name 400,2026-02-04,E,J,JOINT_HOLDER,2026-02-04,PAY,100000000400,BRL,RA,RO,100000000400,INT,BRL,A,G,GE,ADVICE_MEDIA_40,EMAIL_400,2026-02-04,CU,D,A,A,REASON_CODE_400,LATE,2026-02-04,TD_DEPOSITER,Td Depositer Name 400,TD_CERT_COLL,Td Cert Collector Name 400,TD_WITHDRAWE,4569,TXN0000000000000400,2026-02-04,16295.3000,15208.500,13165.200,4912.4000,1535.3000,15526.500,A,56713,0.90000,2026-02-04,570879,725272,DOCUME,D,025,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,PAY,2026-02-04,025,MAI,MAI,MAI,CMA,3.1900,COMME,025,470004,759548,BAE,AUTHORIZE,VAL,M,DESTI,CUST000400,CUST000400,OPERATION_KEY_4,D,D,B,1.74000,2.84000,A,RATE_CODE_,2.66000,M,RETN_,RETN_,13970.100,948280.00000,495899.00000,24145.2000,NAT,2026-02-04
001,100000000401,USD,P,17558.000,OFF,100000000401,TRN000000000401,9256,Td Withdrawer Name 401,2026-02-05,E,J,JOINT_HOLDER,2026-02-05,PAY,100000000401,USD,RA,RO,100000000401,INT,USD,A,G,GE,ADVICE_MEDIA_40,EMAIL_401,2026-02-05,CU,D,A,A,REASON_CODE_401,LATE,2026-02-05,TD_DEPOSITER,Td Depositer Name 401,TD_CERT_COLL,Td Cert Collector Name 401,TD_WITHDRAWE,1627,TXN0000000000000401,2026-02-05,16846.4000,8223.600,10509.700,24713.6000,17738.4000,6124.900,A,14948,4.35000,2026-02-05,413811,975377,DOCUME,D,001,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,ATM,2026-02-05,001,MAI,MAI,MAI,CMA,3.5300,COMME,001,82543,434703,BAE,AUTHORIZE,VAL,M,DESTI,CUST000401,CUST000401,OPERATION_KEY_4,D,D,B,2.54000,3.33000,A,RATE_CODE_,2.38000,M,RETN_,RETN_,1512.300,912368.00000,155162.00000,15208.7000,NAT,2026-02-05
002,100000000402,PEN,P,6098.900,OFF,100000000402,TRN000000000402,3875,Td Withdrawer Name 402,2026-02-06,E,J,JOINT_HOLDER,2026-02-06,PAY,100000000402,PEN,RA,RO,100000000402,INT,PEN,A,G,GE,ADVICE_MEDIA_40,EMAIL_402,2026-02-06,CU,D,A,A,REASON_CODE_402,LATE,2026-02-06,TD_DEPOSITER,Td Depositer Name 402,TD_CERT_COLL,Td Cert Collector Name 402,TD_WITHDRAWE,8368,TXN0000000000000402,2026-02-06,14635.8000,10474.000,9032.800,22560.6000,17126.1000,17179.900,A,356649,2.41000,2026-02-06,695817,841072,DOCUME,D,002,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,DEP,2026-02-06,002,MAI,MAI,MAI,CMA,3.1600,COMME,002,121331,402289,BAE,AUTHORIZE,VAL,M,DESTI,CUST000402,CUST000402,OPERATION_KEY_4,D,D,B,2.06000,4.21000,A,RATE_CODE_,1.54000,M,RETN_,RETN_,12543.000,405036.00000,850776.00000,11548.6000,NAT,2026-02-06
003,100000000403,EUR,P,17013.300,OFF,100000000403,TRN000000000403,9217,Td Withdrawer Name 403,2026-02-07,E,J,JOINT_HOLDER,2026-02-07,PAY,100000000403,EUR,RA,RO,100000000403,INT,EUR,A,G,GE,ADVICE_MEDIA_40,EMAIL_403,2026-02-07,CU,D,A,A,REASON_CODE_403,LATE,2026-02-07,TD_DEPOSITER,Td Depositer Name 403,TD_CERT_COLL,Td Cert Collector Name 403,TD_WITHDRAWE,7579,TXN0000000000000403,2026-02-07,2787.9000,1271.900,16946.400,23304.6000,4837.8000,21849.800,A,849649,2.38000,2026-02-07,459918,393260,DOCUME,D,003,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,WDR,2026-02-07,003,MAI,MAI,MAI,CMA,1.9200,COMME,003,931269,526239,BAE,AUTHORIZE,VAL,M,DESTI,CUST000403,CUST000403,OPERATION_KEY_4,D,D,B,3.66000,1.75000,A,RATE_CODE_,2.99000,M,RETN_,RETN_,9577.400,909704.00000,606929.00000,18966.2000,NAT,2026-02-07
004,100000000404,BRL,P,6789.600,OFF,100000000404,TRN000000000404,2376,Td Withdrawer Name 404,2026-02-08,E,J,JOINT_HOLDER,2026-02-08,PAY,100000000404,BRL,RA,RO,100000000404,INT,BRL,A,G,GE,ADVICE_MEDIA_40,EMAIL_404,2026-02-08,CU,D,A,A,REASON_CODE_404,LATE,2026-02-08,TD_DEPOSITER,Td Depositer Name 404,TD_CERT_COLL,Td Cert Collector Name 404,TD_WITHDRAWE,3832,TXN0000000000000404,2026-02-08,9480.7000,18809.100,11332.400,9826.4000,3655.3000,13507.300,A,436845,0.82000,2026-02-08,968810,680976,DOCUME,D,004,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,TRF,2026-02-08,004,MAI,MAI,MAI,CMA,2.8700,COMME,004,38041,681609,BAE,AUTHORIZE,VAL,M,DESTI,CUST000404,CUST000404,OPERATION_KEY_4,D,D,B,3.38000,1.45000,A,RATE_CODE_,2.46000,M,RETN_,RETN_,5775.200,542735.00000,310039.00000,17271.6000,NAT,2026-02-08
005,100000000405,USD,P,22082.600,OFF,100000000405,TRN000000000405,2807,Td Withdrawer Name 405,2026-02-09,E,J,JOINT_HOLDER,2026-02-09,PAY,100000000405,USD,RA,RO,100000000405,INT,USD,A,G,GE,ADVICE_MEDIA_40,EMAIL_405,2026-02-09,CU,D,A,A,REASON_CODE_405,LATE,2026-02-09,TD_DEPOSITER,Td Depositer Name 405,TD_CERT_COLL,Td Cert Collector Name 405,TD_WITHDRAWE,2265,TXN0000000000000405,2026-02-09,14272.2000,23505.100,5344.600,2380.2000,18910.9000,23057.800,A,4021,3.98000,2026-02-09,997541,579780,DOCUME,D,005,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,FEE,2026-02-09,005,MAI,MAI,MAI,CMA,0.9000,COMME,005,355155,824089,BAE,AUTHORIZE,VAL,M,DESTI,CUST000405,CUST000405,OPERATION_KEY_4,D,D,B,4.20000,3.28000,A,RATE_CODE_,1.78000,M,RETN_,RETN_,8117.100,952293.00000,94587.00000,5334.3000,NAT,2026-02-09
006,100000000406,PEN,P,23672.500,OFF,100000000406,TRN000000000406,8916,Td Withdrawer Name 406,2026-02-10,E,J,JOINT_HOLDER,2026-02-10,PAY,100000000406,PEN,RA,RO,100000000406,INT,PEN,A,G,GE,ADVICE_MEDIA_40,EMAIL_406,2026-02-10,CU,D,A,A,REASON_CODE_406,LATE,2026-02-10,TD_DEPOSITER,Td Depositer Name 406,TD_CERT_COLL,Td Cert Collector Name 406,TD_WITHDRAWE,5404,TXN0000000000000406,2026-02-10,14166.6000,9087.400,12044.000,19203.5000,23959.4000,19820.300,A,918855,2.24000,2026-02-10,256085,339194,DOCUME,D,006,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,INT,2026-02-10,006,MAI,MAI,MAI,CMA,0.9300,COMME,006,741811,341237,BAE,AUTHORIZE,VAL,M,DESTI,CUST000406,CUST000406,OPERATION_KEY_4,D,D,B,2.33000,1.27000,A,RATE_CODE_,1.55000,M,RETN_,RETN_,3742.700,375776.00000,488338.00000,3259.8000,NAT,2026-02-10
007,100000000407,EUR,P,17210.400,OFF,100000000407,TRN000000000407,526,Td Withdrawer Name 407,2026-02-11,E,J,JOINT_HOLDER,2026-02-11,PAY,100000000407,EUR,RA,RO,100000000407,INT,EUR,A,G,GE,ADVICE_MEDIA_40,EMAIL_407,2026-02-11,CU,D,A,A,REASON_CODE_407,LATE,2026-02-11,TD_DEPOSITER,Td Depositer Name 407,TD_CERT_COLL,Td Cert Collector Name 407,TD_WITHDRAWE,1269,TXN0000000000000407,2026-02-11,544.5000,23501.700,11795.700,9424.9000,18593.6000,3977.700,A,392847,2.75000,2026-02-11,320738,233622,DOCUME,D,007,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,REV,2026-02-11,007,MAI,MAI,MAI,CMA,1.2500,COMME,007,476045,993611,BAE,AUTHORIZE,VAL,M,DESTI,CUST000407,CUST000407,OPERATION_KEY_4,D,D,B,2.66000,4.18000,A,RATE_CODE_,3.93000,M,RETN_,RETN_,2826.700,654984.00000,785740.00000,1700.0000,NAT,2026-02-11
008,100000000408,BRL,P,83018.400,OFF,100000000408,TRN000000000408,4888,Td Withdrawer Name 408,2026-02-12,E,J,JOINT_HOLDER,2026-02-12,PAY,100000000408,BRL,RA,RO,100000000408,INT,BRL,A,G,GE,ADVICE_MEDIA_40,EMAIL_408,2026-02-12,CU,D,A,A,REASON_CODE_408,LATE,2026-02-12,TD_DEPOSITER,Td Depositer Name 408,TD_CERT_COLL,Td Cert Collector Name 408,TD_WITHDRAWE,1229,TXN0000000000000408,2026-02-12,60192.8000,75520.800,101808.800,113377.6000,141502.4000,17571.200,A,699433,4.38000,2026-02-12,752434,190959,DOCUME,D,008,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,PAY,2026-02-12,008,MAI,MAI,MAI,CMA,2.6500,COMME,008,628657,847765,BAE,AUTHORIZE,VAL,M,DESTI,CUST000408,CUST000408,OPERATION_KEY_4,D,D,B,2.19000,1.22000,A,RATE_CODE_,2.14000,M,RETN_,RETN_,69808.000,913227.00000,6920.00000,50638.4000,NAT,2026-02-12
009,100000000409,USD,P,12080.000,OFF,100000000409,TRN000000000409,840,Td Withdrawer Name 409,2026-02-13,E,J,JOINT_HOLDER,2026-02-13,PAY,100000000409,USD,RA,RO,100000000409,INT,USD,A,G,GE,ADVICE_MEDIA_40,EMAIL_409,2026-02-13,CU,D,A,A,REASON_CODE_409,LATE,2026-02-13,TD_DEPOSITER,Td Depositer Name 409,TD_CERT_COLL,Td Cert Collector Name 409,TD_WITHDRAWE,4380,TXN0000000000000409,2026-02-13,707.4000,19035.400,11009.000,2101.6000,6973.5000,12639.600,A,56051,3.54000,2026-02-13,827860,422672,DOCUME,D,009,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,ATM,2026-02-13,009,MAI,MAI,MAI,CMA,3.6300,COMME,009,309482,7151,BAE,AUTHORIZE,VAL,M,DESTI,CUST000409,CUST000409,OPERATION_KEY_4,D,D,B,0.90000,1.85000,A,RATE_CODE_,2.98000,M,RETN_,RETN_,18711.000,115323.00000,845772.00000,14403.0000,NAT,2026-02-13
010,100000000410,PEN,P,9989.900,OFF,100000000410,TRN000000000410,7147,Td Withdrawer Name 410,2026-02-14,E,J,JOINT_HOLDER,2026-02-14,PAY,100000000410,PEN,RA,RO,100000000410,INT,PEN,A,G,GE,ADVICE_MEDIA_41,EMAIL_410,2026-02-14,CU,D,A,A,REASON_CODE_410,LATE,2026-02-14,TD_DEPOSITER,Td Depositer Name 410,TD_CERT_COLL,Td Cert Collector Name 410,TD_WITHDRAWE,4177,TXN0000000000000410,2026-02-14,12411.4000,5835.500,12676.500,4092.4000,11507.3000,1747.100,A,248170,3.71000,2026-02-14,615918,462625,DOCUME,D,010,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,DEP,2026-02-14,010,MAI,MAI,MAI,CMA,3.8200,COMME,010,827664,762932,BAE,AUTHORIZE,VAL,M,DESTI,CUST000410,CUST000410,OPERATION_KEY_4,D,D,B,4.40000,0.80000,A,RATE_CODE_,3.99000,M,RETN_,RETN_,21801.200,456472.00000,720981.00000,19953.3000,NAT,2026-02-14
011,100000000411,EUR,P,17517.900,OFF,100000000411,TRN000000000411,2335,Td Withdrawer Name 411,2026-02-15,E,J,JOINT_HOLDER,2026-02-15,PAY,100000000411,EUR,RA,RO,100000000411,INT,EUR,A,G,GE,ADVICE_MEDIA_41,EMAIL_411,2026-02-15,CU,D,A,A,REASON_CODE_411,LATE,2026-02-15,TD_DEPOSITER,Td Depositer Name 411,TD_CERT_COLL,Td Cert Collector Name 411,TD_WITHDRAWE,1436,TXN0000000000000411,2026-02-15,17177.1000,20022.200,8389.200,18851.2000,15964.7000,4720.400,A,258435,3.63000,2026-02-15,949398,627540,DOCUME,D,011,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,WDR,2026-02-15,011,MAI,MAI,MAI,CMA,3.1100,COMME,011,275531,114824,BAE,AUTHORIZE,VAL,M,DESTI,CUST000411,CUST000411,OPERATION_KEY_4,D,D,B,1.08000,3.89000,A,RATE_CODE_,4.45000,M,RETN_,RETN_,20266.600,118653.00000,543679.00000,3411.3000,NAT,2026-02-15
012,100000000412,BRL,P,5709.300,OFF,100000000412,TRN000000000412,3681,Td Withdrawer Name 412,2026-02-16,E,J,JOINT_HOLDER,2026-02-16,PAY,100000000412,BRL,RA,RO,100000000412,INT,BRL,A,G,GE,ADVICE_MEDIA_41,EMAIL_412,2026-02-16,CU,D,A,A,REASON_CODE_412,LATE,2026-02-16,TD_DEPOSITER,Td Depositer Name 412,TD_CERT_COLL,Td Cert Collector Name 412,TD_WITHDRAWE,4603,TXN0000000000000412,2026-02-16,8599.7000,8463.900,14996.400,8608.0000,5577.1000,16741.600,A,464041,2.53000,2026-02-16,883446,558668,DOCUME,D,012,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,TRF,2026-02-16,012,MAI,MAI,MAI,CMA,2.4900,COMME,012,55520,279168,BAE,AUTHORIZE,VAL,M,DESTI,CUST000412,CUST000412,OPERATION_KEY_4,D,D,B,3.98000,4.36000,A,RATE_CODE_,2.65000,M,RETN_,RETN_,11120.300,324572.00000,554617.00000,18632.3000,NAT,2026-02-16
013,100000000413,USD,P,16399.700,OFF,100000000413,TRN000000000413,967,Td Withdrawer Name 413,2026-02-17,E,J,JOINT_HOLDER,2026-02-17,PAY,100000000413,USD,RA,RO,100000000413,INT,USD,A,G,GE,ADVICE_MEDIA_41,EMAIL_413,2026-02-17,CU,D,A,A,REASON_CODE_413,LATE,2026-02-17,TD_DEPOSITER,Td Depositer Name 413,TD_CERT_COLL,Td Cert Collector Name 413,TD_WITHDRAWE,812,TXN0000000000000413,2026-02-17,8681.4000,1181.100,11018.300,20475.7000,16635.4000,7939.100,A,192630,4.01000,2026-02-17,768904,410395,DOCUME,D,013,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,FEE,2026-02-17,013,MAI,MAI,MAI,CMA,2.3300,COMME,013,186977,859107,BAE,AUTHORIZE,VAL,M,DESTI,CUST000413,CUST000413,OPERATION_KEY_4,D,D,B,2.20000,2.15000,A,RATE_CODE_,3.35000,M,RETN_,RETN_,7897.500,280115.00000,667835.00000,23508.4000,NAT,2026-02-17
014,100000000414,PEN,P,16753.400,OFF,100000000414,TRN000000000414,7590,Td Withdrawer Name 414,2026-02-18,E,J,JOINT_HOLDER,2026-02-18,PAY,100000000414,PEN,RA,RO,100000000414,INT,PEN,A,G,GE,ADVICE_MEDIA_41,EMAIL_414,2026-02-18,CU,D,A,A,REASON_CODE_414,LATE,2026-02-18,TD_DEPOSITER,Td Depositer Name 414,TD_CERT_COLL,Td Cert Collector Name 414,TD_WITHDRAWE,1245,TXN0000000000000414,2026-02-18,24035.5000,21593.800,22944.300,23331.9000,15534.7000,1531.200,A,318649,4.39000,2026-02-18,563955,140624,DOCUME,D,014,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,INT,2026-02-18,014,MAI,MAI,MAI,CMA,0.8900,COMME,014,888311,691460,BAE,AUTHORIZE,VAL,M,DESTI,CUST000414,CUST000414,OPERATION_KEY_4,D,D,B,2.84000,2.41000,A,RATE_CODE_,4.10000,M,RETN_,RETN_,7411.600,33027.00000,494809.00000,8464.3000,NAT,2026-02-18
015,100000000415,EUR,P,1591.900,OFF,100000000415,TRN000000000415,4491,Td Withdrawer Name 415,2026-02-19,E,J,JOINT_HOLDER,2026-02-19,PAY,100000000415,EUR,RA,RO,100000000415,INT,EUR,A,G,GE,ADVICE_MEDIA_41,EMAIL_415,2026-02-19,CU,D,A,A,REASON_CODE_415,LATE,2026-02-19,TD_DEPOSITER,Td Depositer Name 415,TD_CERT_COLL,Td Cert Collector Name 415,TD_WITHDRAWE,7022,TXN0000000000000415,2026-02-19,6328.4000,18951.100,11315.500,15719.8000,16186.8000,16895.500,A,758500,1.68000,2026-02-19,628978,918184,DOCUME,D,015,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,REV,2026-02-19,015,MAI,MAI,MAI,CMA,3.0800,COMME,015,239317,693687,BAE,AUTHORIZE,VAL,M,DESTI,CUST000415,CUST000415,OPERATION_KEY_4,D,D,B,3.67000,3.37000,A,RATE_CODE_,2.74000,M,RETN_,RETN_,3919.500,848366.00000,830869.00000,15016.7000,NAT,2026-02-19
016,100000000416,BRL,P,3804.400,OFF,100000000416,TRN000000000416,6388,Td Withdrawer Name 416,2026-02-20,E,J,JOINT_HOLDER,2026-02-20,PAY,100000000416,BRL,RA,RO,100000000416,INT,BRL,A,G,GE,ADVICE_MEDIA_41,EMAIL_416,2026-02-20,CU,D,A,A,REASON_CODE_416,LATE,2026-02-20,TD_DEPOSITER,Td Depositer Name 416,TD_CERT_COLL,Td Cert Collector Name 416,TD_WITHDRAWE,4497,TXN0000000000000416,2026-02-20,22483.2000,16436.900,15661.800,11835.6000,443.5000,1248.600,A,904190,4.03000,2026-02-20,518498,438355,DOCUME,D,016,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,PAY,2026-02-20,016,MAI,MAI,MAI,CMA,0.8700,COMME,016,734417,274668,BAE,AUTHORIZE,VAL,M,DESTI,CUST000416,CUST000416,OPERATION_KEY_4,D,D,B,3.65000,1.68000,A,RATE_CODE_,1.86000,M,RETN_,RETN_,11387.400,756217.00000,214379.00000,13972.5000,NAT,2026-02-20
017,100000000417,USD,P,10213.800,OFF,100000000417,TRN000000000417,2125,Td Withdrawer Name 417,2026-02-21,E,J,JOINT_HOLDER,2026-02-21,PAY,100000000417,USD,RA,RO,100000000417,INT,USD,A,G,GE,ADVICE_MEDIA_41,EMAIL_417,2026-02-21,CU,D,A,A,REASON_CODE_417,LATE,2026-02-21,TD_DEPOSITER,Td Depositer Name 417,TD_CERT_COLL,Td Cert Collector Name 417,TD_WITHDRAWE,3526,TXN0000000000000417,2026-02-21,7380.8000,10171.700,15166.600,9593.8000,6172.2000,6877.100,A,189074,1.96000,2026-02-21,16178,543209,DOCUME,D,017,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,ATM,2026-02-21,017,MAI,MAI,MAI,CMA,1.4700,COMME,017,808059,215512,BAE,AUTHORIZE,VAL,M,DESTI,CUST000417,CUST000417,OPERATION_KEY_4,D,D,B,3.23000,2.97000,A,RATE_CODE_,3.73000,M,RETN_,RETN_,9847.100,342631.00000,333421.00000,18831.9000,NAT,2026-02-21
018,100000000418,PEN,P,13489.900,OFF,100000000418,TRN000000000418,3585,Td Withdrawer Name 418,2026-02-22,E,J,JOINT_HOLDER,2026-02-22,PAY,100000000418,PEN,RA,RO,100000000418,INT,PEN,A,G,GE,ADVICE_MEDIA_41,EMAIL_418,2026-02-22,CU,D,A,A,REASON_CODE_418,LATE,2026-02-22,TD_DEPOSITER,Td Depositer Name 418,TD_CERT_COLL,Td Cert Collector Name 418,TD_WITHDRAWE,4633,TXN0000000000000418,2026-02-22,12916.2000,8570.700,9416.800,18028.7000,4963.1000,21650.000,A,179855,1.26000,2026-02-22,191859,693964,DOCUME,D,018,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,DEP,2026-02-22,018,MAI,MAI,MAI,CMA,2.0200,COMME,018,251555,168125,BAE,AUTHORIZE,VAL,M,DESTI,CUST000418,CUST000418,OPERATION_KEY_4,D,D,B,4.24000,2.26000,A,RATE_CODE_,4.27000,M,RETN_,RETN_,7936.200,528599.00000,794365.00000,18342.8000,NAT,2026-02-22
019,100000000419,EUR,P,4125.000,OFF,100000000419,TRN000000000419,8174,Td Withdrawer Name 419,2026-02-23,E,J,JOINT_HOLDER,2026-02-23,PAY,100000000419,EUR,RA,RO,100000000419,INT,EUR,A,G,GE,ADVICE_MEDIA_41,EMAIL_419,2026-02-23,CU,D,A,A,REASON_CODE_419,LATE,2026-02-23,TD_DEPOSITER,Td Depositer Name 419,TD_CERT_COLL,Td Cert Collector Name 419,TD_WITHDRAWE,6471,TXN0000000000000419,2026-02-23,3030.1000,10952.500,24326.200,16596.0000,10914.1000,10245.400,A,405977,4.23000,2026-02-23,207465,53634,DOCUME,D,019,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,WDR,2026-02-23,019,MAI,MAI,MAI,CMA,2.0000,COMME,019,939997,315498,BAE,AUTHORIZE,VAL,M,DESTI,CUST000419,CUST000419,OPERATION_KEY_4,D,D,B,3.64000,1.34000,A,RATE_CODE_,3.60000,M,RETN_,RETN_,21933.800,72659.00000,319935.00000,11238.2000,NAT,2026-02-23
020,100000000420,BRL,P,23301.200,OFF,100000000420,TRN000000000420,200,Td Withdrawer Name 420,2026-02-24,E,J,JOINT_HOLDER,2026-02-24,PAY,100000000420,BRL,RA,RO,100000000420,INT,BRL,A,G,GE,ADVICE_MEDIA_42,EMAIL_420,2026-02-24,CU,D,A,A,REASON_CODE_420,LATE,2026-02-24,TD_DEPOSITER,Td Depositer Name 420,TD_CERT_COLL,Td Cert Collector Name 420,TD_WITHDRAWE,7182,TXN0000000000000420,2026-02-24,14082.4000,6981.800,13226.300,2278.7000,6440.1000,19650.100,A,330274,3.33000,2026-02-24,211170,330992,DOCUME,D,020,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,TRF,2026-02-24,020,MAI,MAI,MAI,CMA,2.5800,COMME,020,215213,735990,BAE,AUTHORIZE,VAL,M,DESTI,CUST000420,CUST000420,OPERATION_KEY_4,D,D,B,1.42000,1.52000,A,RATE_CODE_,2.85000,M,RETN_,RETN_,5560.400,111980.00000,440331.00000,23010.4000,NAT,2026-02-24
021,100000000421,USD,P,12973.100,OFF,100000000421,TRN000000000421,3206,Td Withdrawer Name 421,2026-02-25,E,J,JOINT_HOLDER,2026-02-25,PAY,100000000421,USD,RA,RO,100000000421,INT,USD,A,G,GE,ADVICE_MEDIA_42,EMAIL_421,2026-02-25,CU,D,A,A,REASON_CODE_421,LATE,2026-02-25,TD_DEPOSITER,Td Depositer Name 421,TD_CERT_COLL,Td Cert Collector Name 421,TD_WITHDRAWE,9420,TXN0000000000000421,2026-02-25,9189.9000,19254.300,7627.300,16033.4000,4222.6000,10217.400,A,960752,3.06000,2026-02-25,486666,283905,DOCUME,D,021,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,FEE,2026-02-25,021,MAI,MAI,MAI,CMA,3.8500,COMME,021,602357,157145,BAE,AUTHORIZE,VAL,M,DESTI,CUST000421,CUST000421,OPERATION_KEY_4,D,D,B,4.02000,0.98000,A,RATE_CODE_,3.30000,M,RETN_,RETN_,2849.400,334102.00000,617240.00000,24968.5000,NAT,2026-02-25
022,100000000422,PEN,P,23464.900,OFF,100000000422,TRN000000000422,912,Td Withdrawer Name 422,2026-02-26,E,J,JOINT_HOLDER,2026-02-26,PAY,100000000422,PEN,RA,RO,100000000422,INT,PEN,A,G,GE,ADVICE_MEDIA_42,EMAIL_422,2026-02-26,CU,D,A,A,REASON_CODE_422,LATE,2026-02-26,TD_DEPOSITER,Td Depositer Name 422,TD_CERT_COLL,Td Cert Collector Name 422,TD_WITHDRAWE,5758,TXN0000000000000422,2026-02-26,14762.9000,515.200,21976.100,15436.1000,23952.7000,3072.800,A,325397,4.35000,2026-02-26,823772,847799,DOCUME,D,022,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,INT,2026-02-26,022,MAI,MAI,MAI,CMA,1.9600,COMME,022,831516,629110,BAE,AUTHORIZE,VAL,M,DESTI,CUST000422,CUST000422,OPERATION_KEY_4,D,D,B,3.19000,3.89000,A,RATE_CODE_,3.74000,M,RETN_,RETN_,7266.800,359491.00000,622506.00000,8897.0000,NAT,2026-02-26
