REFERENCE_NO,EVENT_SEQ_NO,INSTRUMENT_NO_1,INSTRUMENT_NO_2,VAL_DATE_BNK,VAL_DATE_CUST,BANK_CODE,BRANCH_CODE,SECTOR_CODE,ROUTING_NO,END_POINT,INSTRUMENT_AMT,LOCAL_CLEARING,DOCUMENT_TYPE,VAL_DATE_BNK_OLD,VAL_DATE_CUST_OLD,ROUTING_NO_OLD,ADDL_RETENTION_DAYS,INSTRUMENT_DATE,REM_ACCOUNT,REM_CUST,REVERSED,HOUSE_LOCATION,DOC_TRACK_NUM,DATA_1,DATA_2,DATA_3,DATA_4,DATA_5,DATA_6,DATA_7,DATA_8,DATA_9,CBII_INFO,BATCH_REF_NO,TRN_CODE_TRANS,TXN_ID,SAV_CODE,SAV_VAL_STAT
TRN000000000644,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-10-06,2026-10-06,BANK_CODE,019,SECTOR_CO,ROUTING_NO_644,END_POINT,7749.900,L,DOCUMENT_TYPE_644,2026-10-06,2026-10-06,ROUTING_NO_OLD_644,24,2026-10-06,100000000644,REM_CUST_644,N,HOUS,DOC_TRACK_NUM_6,DATA_1_644,DATA_2_644,DATA_3_644,DATA_4_644,DATA_5_644,DATA_6_644,DATA_7_644,DATA_8_644,DATA_9_644,C,BATCH_REF_NO_644,TRF,TXN0000000000000644,SAV_,S
TRN000000000645,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-10-07,2026-10-07,BANK_CODE,020,SECTOR_CO,ROUTING_NO_645,END_POINT,16128.900,L,DOCUMENT_TYPE_645,2026-10-07,2026-10-07,ROUTING_NO_OLD_645,32,2026-10-07,100000000645,REM_CUST_645,N,HOUS,DOC_TRACK_NUM_6,DATA_1_645,DATA_2_645,DATA_3_645,DATA_4_645,DATA_5_645,DATA_6_645,DATA_7_645,DATA_8_645,DATA_9_645,C,BATCH_REF_NO_645,FEE,TXN0000000000000645,SAV_,S
TRN000000000646,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-10-08,2026-10-08,BANK_CODE,021,SECTOR_CO,ROUTING_NO_646,END_POINT,21487.700,L,DOCUMENT_TYPE_646,2026-10-08,2026-10-08,ROUTING_NO_OLD_646,33,2026-10-08,100000000646,REM_CUST_646,N,HOUS,DOC_TRACK_NUM_6,DATA_1_646,DATA_2_646,DATA_3_646,DATA_4_646,DATA_5_646,DATA_6_646,DATA_7_646,DATA_8_646,DATA_9_646,C,BATCH_REF_NO_646,INT,TXN0000000000000646,SAV_,S
TRN000000000647,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-10-09,2026-10-09,BANK_CODE,022,SECTOR_CO,ROUTING_NO_647,END_POINT,17005.700,L,DOCUMENT_TYPE_647,2026-10-09,2026-10-09,ROUTING_NO_OLD_647,32,2026-10-09,100000000647,REM_CUST_647,Y,HOUS,DOC_TRACK_NUM_6,DATA_1_647,DATA_2_647,DATA_3_647,DATA_4_647,DATA_5_647,DATA_6_647,DATA_7_647,DATA_8_647,DATA_9_647,C,BATCH_REF_NO_647,REV,TXN0000000000000647,SAV_,S
TRN000000000648,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-10-10,2026-10-10,BANK_CODE,023,SECTOR_CO,ROUTING_NO_648,END_POINT,12000.600,L,DOCUMENT_TYPE_648,2026-10-10,2026-10-10,ROUTING_NO_OLD_648,17,2026-10-10,100000000648,REM_CUST_648,N,HOUS,DOC_TRACK_NUM_6,DATA_1_648,DATA_2_648,DATA_3_648,DATA_4_648,DATA_5_648,DATA_6_648,DATA_7_648,DATA_8_648,DATA_9_648,C,BATCH_REF_NO_648,PAY,TXN0000000000000648,SAV_,S
TRN000000000649,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-10-11,2026-10-11,BANK_CODE,024,SECTOR_CO,ROUTING_NO_649,END_POINT,20248.000,L,DOCUMENT_TYPE_649,2026-10-11,2026-10-11,ROUTING_NO_OLD_649,13,2026-10-11,100000000649,REM_CUST_649,N,HOUS,DOC_TRACK_NUM_6,DATA_1_649,DATA_2_649,DATA_3_649,DATA_4_649,DATA_5_649,DATA_6_649,DATA_7_649,DATA_8_649,DATA_9_649,C,BATCH_REF_NO_649,ATM,TXN0000000000000649,SAV_,S
TRN000000000650,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-10-12,2026-10-12,BANK_CODE,025,SECTOR_CO,ROUTING_NO_650,END_POINT,13192.600,L,DOCUMENT_TYPE_650,2026-10-12,2026-10-12,ROUTING_NO_OLD_650,17,2026-10-12,100000000650,REM_CUST_650,N,HOUS,DOC_TRACK_NUM_6,DATA_1_650,DATA_2_650,DATA_3_650,DATA_4_650,DATA_5_650,DATA_6_650,DATA_7_650,DATA_8_650,DATA_9_650,C,BATCH_REF_NO_650,DEP,TXN0000000000000650,SAV_,S
TRN000000000651,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-10-13,2026-10-13,BANK_CODE,001,SECTOR_CO,ROUTING_NO_651,END_POINT,15861.000,L,DOCUMENT_TYPE_651,2026-10-13,2026-10-13,ROUTING_NO_OLD_651,12,2026-10-13,100000000651,REM_CUST_651,N,HOUS,DOC_TRACK_NUM_6,DATA_1_651,DATA_2_651,DATA_3_651,DATA_4_651,DATA_5_651,DATA_6_651,DATA_7_651,DATA_8_651,DATA_9_651,C,BATCH_REF_NO_651,WDR,TXN0000000000000651,SAV_,S
TRN000000000652,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-10-14,2026-10-14,BANK_CODE,002,SECTOR_CO,ROUTING_NO_652,END_POINT,8875.400,L,DOCUMENT_TYPE_652,2026-10-14,2026-10-14,ROUTING_NO_OLD_652,6,2026-10-14,100000000652,REM_CUST_652,N,HOUS,DOC_TRACK_NUM_6,DATA_1_652,DATA_2_652,DATA_3_652,DATA_4_652,DATA_5_652,DATA_6_652,DATA_7_652,DATA_8_652,DATA_9_652,C,BATCH_REF_NO_652,TRF,TXN0000000000000652,SAV_,S
TRN000000000653,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-10-15,2026-10-15,BANK_CODE,003,SECTOR_CO,ROUTING_NO_653,END_POINT,3575.900,L,DOCUMENT_TYPE_653,2026-10-15,2026-10-15,ROUTING_NO_OLD_653,34,2026-10-15,100000000653,REM_CUST_653,N,HOUS,DOC_TRACK_NUM_6,DATA_1_653,DATA_2_653,DATA_3_653,DATA_4_653,DATA_5_653,DATA_6_653,DATA_7_653,DATA_8_653,DATA_9_653,C,BATCH_REF_NO_653,FEE,TXN0000000000000653,SAV_,S
TRN000000000654,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-10-16,2026-10-16,BANK_CODE,004,SECTOR_CO,ROUTING_NO_654,END_POINT,15817.800,L,DOCUMENT_TYPE_654,2026-10-16,2026-10-16,ROUTING_NO_OLD_654,32,2026-10-16,100000000654,REM_CUST_654,N,HOUS,DOC_TRACK_NUM_6,DATA_1_654,DATA_2_654,DATA_3_654,DATA_4_654,DATA_5_654,DATA_6_654,DATA_7_654,DATA_8_654,DATA_9_654,C,BATCH_REF_NO_654,INT,TXN0000000000000654,SAV_,S
TRN000000000655,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-10-17,2026-10-17,BANK_CODE,005,SECTOR_CO,ROUTING_NO_655,END_POINT,7169.900,L,DOCUMENT_TYPE_655,2026-10-17,2026-10-17,ROUTING_NO_OLD_655,28,2026-10-17,100000000655,REM_CUST_655,N,HOUS,DOC_TRACK_NUM_6,DATA_1_655,DATA_2_655,DATA_3_655,DATA_4_655,DATA_5_655,DATA_6_655,DATA_7_655,DATA_8_655,DATA_9_655,C,BATCH_REF_NO_655,REV,TXN0000000000000655,SAV_,S
TRN000000000656,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-10-18,2026-10-18,BANK_CODE,006,SECTOR_CO,ROUTING_NO_656,END_POINT,5470.800,L,DOCUMENT_TYPE_656,2026-10-18,2026-10-18,ROUTING_NO_OLD_656,34,2026-10-18,100000000656,REM_CUST_656,N,HOUS,DOC_TRACK_NUM_6,DATA_1_656,DATA_2_656,DATA_3_656,DATA_4_656,DATA_5_656,DATA_6_656,DATA_7_656,DATA_8_656,DATA_9_656,C,BATCH_REF_NO_656,PAY,TXN0000000000000656,SAV_,S
TRN000000000657,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-10-19,2026-10-19,BANK_CODE,007,SECTOR_CO,ROUTING_NO_657,END_POINT,21797.600,L,DOCUMENT_TYPE_657,2026-10-19,2026-10-19,ROUTING_NO_OLD_657,2,2026-10-19,100000000657,REM_CUST_657,N,HOUS,DOC_TRACK_NUM_6,DATA_1_657,DATA_2_657,DATA_3_657,DATA_4_657,DATA_5_657,DATA_6_657,DATA_7_657,DATA_8_657,DATA_9_657,C,BATCH_REF_NO_657,ATM,TXN0000000000000657,SAV_,S
TRN000000000658,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-10-20,2026-10-20,BANK_CODE,008,SECTOR_CO,ROUTING_NO_658,END_POINT,19161.500,L,DOCUMENT_TYPE_658,2026-10-20,2026-10-20,ROUTING_NO_OLD_658,35,2026-10-20,100000000658,REM_CUST_658,N,HOUS,DOC_TRACK_NUM_6,DATA_1_658,DATA_2_658,DATA_3_658,DATA_4_658,DATA_5_658,DATA_6_658,DATA_7_658,DATA_8_658,DATA_9_658,C,BATCH_REF_NO_658,DEP,TXN0000000000000658,SAV_,S
TRN000000000659,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-10-21,2026-10-21,BANK_CODE,009,SECTOR_CO,ROUTING_NO_659,END_POINT,1250.200,L,DOCUMENT_TYPE_659,2026-10-21,2026-10-21,ROUTING_NO_OLD_659,15,2026-10-21,100000000659,REM_CUST_659,N,HOUS,DOC_TRACK_NUM_6,DATA_1_659,DATA_2_659,DATA_3_659,DATA_4_659,DATA_5_659,DATA_6_659,DATA_7_659,DATA_8_659,DATA_9_659,C,BATCH_REF_NO_659,WDR,TXN0000000000000659,SAV_,S
TRN000000000660,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-10-22,2026-10-22,BANK_CODE,010,SECTOR_CO,ROUTING_NO_660,END_POINT,11337.400,L,DOCUMENT_TYPE_660,2026-10-22,2026-10-22,ROUTING_NO_OLD_660,2,2026-10-22,100000000660,REM_CUST_660,N,HOUS,DOC_TRACK_NUM_6,DATA_1_660,DATA_2_660,DATA_3_660,DATA_4_660,DATA_5_660,DATA_6_660,DATA_7_660,DATA_8_660,DATA_9_660,C,BATCH_REF_NO_660,TRF,TXN0000000000000660,SAV_,S
TRN000000000661,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-10-23,2026-10-23,BANK_CODE,011,SECTOR_CO,ROUTING_NO_661,END_POINT,22698.000,L,DOCUMENT_TYPE_661,2026-10-23,2026-10-23,ROUTING_NO_OLD_661,29,2026-10-23,100000000661,REM_CUST_661,N,HOUS,DOC_TRACK_NUM_6,DATA_1_661,DATA_2_661,DATA_3_661,DATA_4_661,DATA_5_661,DATA_6_661,DATA_7_661,DATA_8_661,DATA_9_661,C,BATCH_REF_NO_661,FEE,TXN0000000000000661,SAV_,S
TRN000000000662,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-10-24,2026-10-24,BANK_CODE,012,SECTOR_CO,ROUTING_NO_662,END_POINT,19631.400,L,DOCUMENT_TYPE_662,2026-10-24,2026-10-24,ROUTING_NO_OLD_662,0,2026-10-24,100000000662,REM_CUST_662,N,HOUS,DOC_TRACK_NUM_6,DATA_1_662,DATA_2_662,DATA_3_662,DATA_4_662,DATA_5_662,DATA_6_662,DATA_7_662,DATA_8_662,DATA_9_662,C,BATCH_REF_NO_662,INT,TXN0000000000000662,SAV_,S
TRN000000000663,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-10-25,2026-10-25,BANK_CODE,013,SECTOR_CO,ROUTING_NO_663,END_POINT,24215.100,L,DOCUMENT_TYPE_663,2026-10-25,2026-10-25,ROUTING_NO_OLD_663,22,2026-10-25,100000000663,REM_CUST_663,N,HOUS,DOC_TRACK_NUM_6,DATA_1_663,DATA_2_663,DATA_3_663,DATA_4_663,DATA_5_663,DATA_6_663,DATA_7_663,DATA_8_663,DATA_9_663,C,BATCH_REF_NO_663,REV,TXN0000000000000663,SAV_,S
TRN000000000664,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-10-26,2026-10-26,BANK_CODE,014,SECTOR_CO,ROUTING_NO_664,END_POINT,22258.000,L,DOCUMENT_TYPE_664,2026-10-26,2026-10-26,ROUTING_NO_OLD_664,3,2026-10-26,100000000664,REM_CUST_664,N,HOUS,DOC_TRACK_NUM_6,DATA_1_664,DATA_2_664,DATA_3_664,DATA_4_664,DATA_5_664,DATA_6_664,DATA_7_664,DATA_8_664,DATA_9_664,C,BATCH_REF_NO_664,PAY,TXN0000000000000664,SAV_,S
TRN000000000665,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-10-27,2026-10-27,BANK_CODE,015,SECTOR_CO,ROUTING_NO_665,END_POINT,14730.300,L,DOCUMENT_TYPE_665,2026-10-27,2026-10-27,ROUTING_NO_OLD_665,15,2026-10-27,100000000665,REM_CUST_665,N,HOUS,DOC_TRACK_NUM_6,DATA_1_665,DATA_2_665,DATA_3_665,DATA_4_665,DATA_5_665,DATA_6_665,DATA_7_665,DATA_8_665,DATA_9_665,C,BATCH_REF_NO_665,ATM,TXN0000000000000665,SAV_,S
TRN000000000666,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-10-28,2026-10-28,BANK_CODE,016,SECTOR_CO,ROUTING_NO_666,END_POINT,17379.200,L,DOCUMENT_TYPE_666,2026-10-28,2026-10-28,ROUTING_NO_OLD_666,18,2026-10-28,100000000666,REM_CUST_666,Y,HOUS,DOC_TRACK_NUM_6,DATA_1_666,DATA_2_666,DATA_3_666,DATA_4_666,DATA_5_666,DATA_6_666,DATA_7_666,DATA_8_666,DATA_9_666,C,BATCH_REF_NO_666,DEP,TXN0000000000000666,SAV_,S
TRN000000000667,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-10-29,2026-10-29,BANK_CODE,017,SECTOR_CO,ROUTING_NO_667,END_POINT,167681.600,L,DOCUMENT_TYPE_667,2026-10-29,2026-10-29,ROUTING_NO_OLD_667,23,2026-10-29,100000000667,REM_CUST_667,N,HOUS,DOC_TRACK_NUM_6,DATA_1_667,DATA_2_667,DATA_3_667,DATA_4_667,DATA_5_667,DATA_6_667,DATA_7_667,DATA_8_667,DATA_9_667,C,BATCH_REF_NO_667,WDR,TXN0000000000000667,SAV_,S
TRN000000000668,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-10-30,2026-10-30,BANK_CODE,018,SECTOR_CO,ROUTING_NO_668,END_POINT,9903.600,L,DOCUMENT_TYPE_668,2026-10-30,2026-10-30,ROUTING_NO_OLD_668,0,2026-10-30,100000000668,REM_CUST_668,N,HOUS,DOC_TRACK_NUM_6,DATA_1_668,DATA_2_668,DATA_3_668,DATA_4_668,DATA_5_668,DATA_6_668,DATA_7_668,DATA_8_668,DATA_9_668,C,BATCH_REF_NO_668,TRF,TXN0000000000000668,SAV_,S
TRN000000000669,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-10-31,2026-10-31,BANK_CODE,019,SECTOR_CO,ROUTING_NO_669,END_POINT,23930.900,L,DOCUMENT_TYPE_669,2026-10-31,2026-10-31,ROUTING_NO_OLD_669,25,2026-10-31,100000000669,REM_CUST_669,N,HOUS,DOC_TRACK_NUM_6,DATA_1_669,DATA_2_669,DATA_3_669,DATA_4_669,DATA_5_669,DATA_6_669,DATA_7_669,DATA_8_669,DATA_9_669,C,BATCH_REF_NO_669,FEE,TXN0000000000000669,SAV_,S
TRN000000000670,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-11-01,2026-11-01,BANK_CODE,020,SECTOR_CO,ROUTING_NO_670,END_POINT,23573.800,L,DOCUMENT_TYPE_670,2026-11-01,2026-11-01,ROUTING_NO_OLD_670,32,2026-11-01,100000000670,REM_CUST_670,N,HOUS,DOC_TRACK_NUM_6,DATA_1_670,DATA_2_670,DATA_3_670,DATA_4_670,DATA_5_670,DATA_6_670,DATA_7_670,DATA_8_670,DATA_9_670,C,BATCH_REF_NO_670,INT,TXN0000000000000670,SAV_,S
TRN000000000671,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-11-02,2026-11-02,BANK_CODE,021,SECTOR_CO,ROUTING_NO_671,END_POINT,10902.900,L,DOCUMENT_TYPE_671,2026-11-02,2026-11-02,ROUTING_NO_OLD_671,19,2026-11-02,100000000671,REM_CUST_671,N,HOUS,DOC_TRACK_NUM_6,DATA_1_671,DATA_2_671,DATA_3_671,DATA_4_671,DATA_5_671,DATA_6_671,DATA_7_671,DATA_8_671,DATA_9_671,C,BATCH_REF_NO_671,REV,TXN0000000000000671,SAV_,S
TRN000000000672,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-11-03,2026-11-03,BANK_CODE,022,SECTOR_CO,ROUTING_NO_672,END_POINT,24442.100,L,DOCUMENT_TYPE_672,2026-11-03,2026-11-03,ROUTING_NO_OLD_672,3,2026-11-03,100000000672,REM_CUST_672,N,HOUS,DOC_TRACK_NUM_6,DATA_1_672,DATA_2_672,DATA_3_672,DATA_4_672,DATA_5_672,DATA_6_672,DATA_7_672,DATA_8_672,DATA_9_672,C,BATCH_REF_NO_672,PAY,TXN0000000000000672,SAV_,S
TRN000000000673,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-11-04,2026-11-04,BANK_CODE,023,SECTOR_CO,ROUTING_NO_673,END_POINT,1560.100,L,DOCUMENT_TYPE_673,2026-11-04,2026-11-04,ROUTING_NO_OLD_673,21,2026-11-04,100000000673,REM_CUST_673,N,HOUS,DOC_TRACK_NUM_6,DATA_1_673,DATA_2_673,DATA_3_673,DATA_4_673,DATA_5_673,DATA_6_673,DATA_7_673,DATA_8_673,DATA_9_673,C,BATCH_REF_NO_673,ATM,TXN0000000000000673,SAV_,S
TRN000000000674,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-11-05,2026-11-05,BANK_CODE,024,SECTOR_CO,ROUTING_NO_674,END_POINT,19333.700,L,DOCUMENT_TYPE_674,2026-11-05,2026-11-05,ROUTING_NO_OLD_674,0,2026-11-05,100000000674,REM_CUST_674,N,HOUS,DOC_TRACK_NUM_6,DATA_1_674,DATA_2_674,DATA_3_674,DATA_4_674,DATA_5_674,DATA_6_674,DATA_7_674,DATA_8_674,DATA_9_674,C,BATCH_REF_NO_674,DEP,TXN0000000000000674,SAV_,S
TRN000000000675,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-11-06,2026-11-06,BANK_CODE,025,SECTOR_CO,ROUTING_NO_675,END_POINT,8364.800,L,DOCUMENT_TYPE_675,2026-11-06,2026-11-06,ROUTING_NO_OLD_675,4,2026-11-06,100000000675,REM_CUST_675,N,HOUS,DOC_TRACK_NUM_6,DATA_1_675,DATA_2_675,DATA_3_675,DATA_4_675,DATA_5_675,DATA_6_675,DATA_7_675,DATA_8_675,DATA_9_675,C,BATCH_REF_NO_675,WDR,TXN0000000000000675,SAV_,S
TRN000000000676,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-11-07,2026-11-07,BANK_CODE,001,SECTOR_CO,ROUTING_NO_676,END_POINT,18444.800,L,DOCUMENT_TYPE_676,2026-11-07,2026-11-07,ROUTING_NO_OLD_676,7,2026-11-07,100000000676,REM_CUST_676,N,HOUS,DOC_TRACK_NUM_6,DATA_1_676,DATA_2_676,DATA_3_676,DATA_4_676,DATA_5_676,DATA_6_676,DATA_7_676,DATA_8_676,DATA_9_676,C,BATCH_REF_NO_676,TRF,TXN0000000000000676,SAV_,S
TRN000000000677,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-11-08,2026-11-08,BANK_CODE,002,SECTOR_CO,ROUTING_NO_677,END_POINT,21092.600,L,DOCUMENT_TYPE_677,2026-11-08,2026-11-08,ROUTING_NO_OLD_677,0,2026-11-08,100000000677,REM_CUST_677,N,HOUS,DOC_TRACK_NUM_6,DATA_1_677,DATA_2_677,DATA_3_677,DATA_4_677,DATA_5_677,DATA_6_677,DATA_7_677,DATA_8_677,DATA_9_677,C,BATCH_REF_NO_677,FEE,TXN0000000000000677,SAV_,S
TRN000000000678,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-11-09,2026-11-09,BANK_CODE,003,SECTOR_CO,ROUTING_NO_678,END_POINT,23546.200,L,DOCUMENT_TYPE_678,2026-11-09,2026-11-09,ROUTING_NO_OLD_678,36,2026-11-09,100000000678,REM_CUST_678,N,HOUS,DOC_TRACK_NUM_6,DATA_1_678,DATA_2_678,DATA_3_678,DATA_4_678,DATA_5_678,DATA_6_678,DATA_7_678,DATA_8_678,DATA_9_678,C,BATCH_REF_NO_678,INT,TXN0000000000000678,SAV_,S
TRN000000000679,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-11-10,2026-11-10,BANK_CODE,004,SECTOR_CO,ROUTING_NO_679,END_POINT,3855.800,L,DOCUMENT_TYPE_679,2026-11-10,2026-11-10,ROUTING_NO_OLD_679,0,2026-11-10,100000000679,REM_CUST_679,N,HOUS,DOC_TRACK_NUM_6,DATA_1_679,DATA_2_679,DATA_3_679,DATA_4_679,DATA_5_679,DATA_6_679,DATA_7_679,DATA_8_679,DATA_9_679,C,BATCH_REF_NO_679,REV,TXN0000000000000679,SAV_,S
TRN000000000680,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-11-11,2026-11-11,BANK_CODE,005,SECTOR_CO,ROUTING_NO_680,END_POINT,4345.500,L,DOCUMENT_TYPE_680,2026-11-11,2026-11-11,ROUTING_NO_OLD_680,11,2026-11-11,100000000680,REM_CUST_680,N,HOUS,DOC_TRACK_NUM_6,DATA_1_680,DATA_2_680,DATA_3_680,DATA_4_680,DATA_5_680,DATA_6_680,DATA_7_680,DATA_8_680,DATA_9_680,C,BATCH_REF_NO_680,PAY,TXN0000000000000680,SAV_,S
TRN000000000681,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-11-12,2026-11-12,BANK_CODE,006,SECTOR_CO,ROUTING_NO_681,END_POINT,23686.900,L,DOCUMENT_TYPE_681,2026-11-12,2026-11-12,ROUTING_NO_OLD_681,25,2026-11-12,100000000681,REM_CUST_681,N,HOUS,DOC_TRACK_NUM_6,DATA_1_681,DATA_2_681,DATA_3_681,DATA_4_681,DATA_5_681,DATA_6_681,DATA_7_681,DATA_8_681,DATA_9_681,C,BATCH_REF_NO_681,ATM,TXN0000000000000681,SAV_,S
TRN000000000682,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-11-13,2026-11-13,BANK_CODE,007,SECTOR_CO,ROUTING_NO_682,END_POINT,6984.700,L,DOCUMENT_TYPE_682,2026-11-13,2026-11-13,ROUTING_NO_OLD_682,18,2026-11-13,100000000682,REM_CUST_682,N,HOUS,DOC_TRACK_NUM_6,DATA_1_682,DATA_2_682,DATA_3_682,DATA_4_682,DATA_5_682,DATA_6_682,DATA_7_682,DATA_8_682,DATA_9_682,C,BATCH_REF_NO_682,DEP,TXN0000000000000682,SAV_,S
TRN000000000683,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-11-14,2026-11-14,BANK_CODE,008,SECTOR_CO,ROUTING_NO_683,END_POINT,2733.400,L,DOCUMENT_TYPE_683,2026-11-14,2026-11-14,ROUTING_NO_OLD_683,28,2026-11-14,100000000683,REM_CUST_683,N,HOUS,DOC_TRACK_NUM_6,DATA_1_683,DATA_2_683,DATA_3_683,DATA_4_683,DATA_5_683,DATA_6_683,DATA_7_683,DATA_8_683,DATA_9_683,C,BATCH_REF_NO_683,WDR,TXN0000000000000683,SAV_,S
TRN000000000684,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-11-15,2026-11-15,BANK_CODE,009,SECTOR_CO,ROUTING_NO_684,END_POINT,174.400,L,DOCUMENT_TYPE_684,2026-11-15,2026-11-15,ROUTING_NO_OLD_684,13,2026-11-15,100000000684,REM_CUST_684,N,HOUS,DOC_TRACK_NUM_6,DATA_1_684,DATA_2_684,DATA_3_684,DATA_4_684,DATA_5_684,DATA_6_684,DATA_7_684,DATA_8_684,DATA_9_684,C,BATCH_REF_NO_684,TRF,TXN0000000000000684,SAV_,S
TRN000000000685,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-11-16,2026-11-16,BANK_CODE,010,SECTOR_CO,ROUTING_NO_685,END_POINT,1506.300,L,DOCUMENT_TYPE_685,2026-11-16,2026-11-16,ROUTING_NO_OLD_685,30,2026-11-16,100000000685,REM_CUST_685,Y,HOUS,DOC_TRACK_NUM_6,DATA_1_685,DATA_2_685,DATA_3_685,DATA_4_685,DATA_5_685,DATA_6_685,DATA_7_685,DATA_8_685,DATA_9_685,C,BATCH_REF_NO_685,FEE,TXN0000000000000685,SAV_,S
TRN000000000686,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-11-17,2026-11-17,BANK_CODE,011,SECTOR_CO,ROUTING_NO_686,END_POINT,7919.000,L,DOCUMENT_TYPE_686,2026-11-17,2026-11-17,ROUTING_NO_OLD_686,24,2026-11-17,100000000686,REM_CUST_686,N,HOUS,DOC_TRACK_NUM_6,DATA_1_686,DATA_2_686,DATA_3_686,DATA_4_686,DATA_5_686,DATA_6_686,DATA_7_686,DATA_8_686,DATA_9_686,C,BATCH_REF_NO_686,INT,TXN0000000000000686,SAV_,S
TRN000000000687,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-11-18,2026-11-18,BANK_CODE,012,SECTOR_CO,ROUTING_NO_687,END_POINT,10579.600,L,DOCUMENT_TYPE_687,2026-11-18,2026-11-18,ROUTING_NO_OLD_687,33,2026-11-18,100000000687,REM_CUST_687,N,HOUS,DOC_TRACK_NUM_6,DATA_1_687,DATA_2_687,DATA_3_687,DATA_4_687,DATA_5_687,DATA_6_687,DATA_7_687,DATA_8_687,DATA_9_687,C,BATCH_REF_NO_687,REV,TXN0000000000000687,SAV_,S
TRN000000000688,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-11-19,2026-11-19,BANK_CODE,013,SECTOR_CO,ROUTING_NO_688,END_POINT,4984.000,L,DOCUMENT_TYPE_688,2026-11-19,2026-11-19,ROUTING_NO_OLD_688,21,2026-11-19,100000000688,REM_CUST_688,N,HOUS,DOC_TRACK_NUM_6,DATA_1_688,DATA_2_688,DATA_3_688,DATA_4_688,DATA_5_688,DATA_6_688,DATA_7_688,DATA_8_688,DATA_9_688,C,BATCH_REF_NO_688,PAY,TXN0000000000000688,SAV_,S
