BRN,ACC,PROD,SC_MAP_DT,GC_MAP_DT,LAST_CALC_DT,LAST_LIQ_DT,NEXT_LIQ_DT,LAST_ACCR_DT,NEXT_ACCR_DT,LAST_SCHD_LIQ_DT,INC_MTH,NEXT_SCHD_LIQ_DT,FIRST_CALC_DT,NEXT_SCHD_ACCR_DT,PROD_TYPE,HAS_ACCR,NEXT_CALC_DT,PROD_ACCR,HAS_PROBLEMS,BKVAL_RECALC_FLAG,BKVAL_MINCALC_DATE,STOP_IC,FIRST_FIRST_CALC_DATE,NEXT_EVENT_DT,CCY,ACLASS,PROCESS,MIS_REFERENCE,DEPOSIT,IMAT_PROBLEMS,DEFER_LIQ_DT,TAX_PRODUCT,HAS_IADJ
018,100000000618,PROD,2026-09-10,2026-09-10,2026-09-10,2026-09-10,2026-09-10,2026-09-10,2026-09-10,2026-09-10,I,2026-09-10,2026-09-10,2026-09-10,P,1,2026-09-10,1,H,N,2026-09-10,S,2026-09-10,2026-09-10,PEN,ACLASS,37,MIS_REFERENCE_61,D,I,2026-09-10,C,H
019,100000000619,PROD,2026-09-11,2026-09-11,2026-09-11,2026-09-11,2026-09-11,2026-09-11,2026-09-11,2026-09-11,I,2026-09-11,2026-09-11,2026-09-11,P,1,2026-09-11,1,H,N,2026-09-11,S,2026-09-11,2026-09-11,EUR,ACLASS,41,MIS_REFERENCE_61,D,I,2026-09-11,S,H
020,100000000620,PROD,2026-09-12,2026-09-12,2026-09-12,2026-09-12,2026-09-12,2026-09-12,2026-09-12,2026-09-12,I,2026-09-12,2026-09-12,2026-09-12,P,1,2026-09-12,1,H,N,2026-09-12,S,2026-09-12,2026-09-12,BRL,ACLASS,70,MIS_REFERENCE_62,D,I,2026-09-12,C,H
021,100000000621,PROD,2026-09-13,2026-09-13,2026-09-13,2026-09-13,2026-09-13,2026-09-13,2026-09-13,2026-09-13,I,2026-09-13,2026-09-13,2026-09-13,P,1,2026-09-13,1,H,Y,2026-09-13,S,2026-09-13,2026-09-13,USD,ACLASS,42,MIS_REFERENCE_62,D,I,2026-09-13,L,H
022,100000000622,PROD,2026-09-14,2026-09-14,2026-09-14,2026-09-14,2026-09-14,2026-09-14,2026-09-14,2026-09-14,I,2026-09-14,2026-09-14,2026-09-14,P,1,2026-09-14,1,H,N,2026-09-14,S,2026-09-14,2026-09-14,PEN,ACLASS,41,MIS_REFERENCE_62,D,I,2026-09-14,T,H
023,100000000623,PROD,2026-09-15,2026-09-15,2026-09-15,2026-09-15,2026-09-15,2026-09-15,2026-09-15,2026-09-15,I,2026-09-15,2026-09-15,2026-09-15,P,1,2026-09-15,1,H,N,2026-09-15,S,2026-09-15,2026-09-15,EUR,ACLASS,74,MIS_REFERENCE_62,D,I,2026-09-15,C,H
024,100000000624,PROD,2026-09-16,2026-09-16,2026-09-16,2026-09-16,2026-09-16,2026-09-16,2026-09-16,2026-09-16,I,2026-09-16,2026-09-16,2026-09-16,P,1,2026-09-16,1,H,N,2026-09-16,S,2026-09-16,2026-09-16,BRL,ACLASS,50,MIS_REFERENCE_62,D,I,2026-09-16,C,H
025,100000000625,PROD,2026-09-17,2026-09-17,2026-09-17,2026-09-17,2026-09-17,2026-09-17,2026-09-17,2026-09-17,I,2026-09-17,2026-09-17,2026-09-17,P,1,2026-09-17,1,H,N,2026-09-17,S,2026-09-17,2026-09-17,USD,ACLASS,70,MIS_REFERENCE_62,D,I,2026-09-17,S,H
001,100000000626,PROD,2026-09-18,2026-09-18,2026-09-18,2026-09-18,2026-09-18,2026-09-18,2026-09-18,2026-09-18,I,2026-09-18,2026-09-18,2026-09-18,P,1,2026-09-18,1,H,Y,2026-09-18,S,2026-09-18,2026-09-18,PEN,ACLASS,91,MIS_REFERENCE_62,D,I,2026-09-18,C,H
002,100000000627,PROD,2026-09-19,2026-09-19,2026-09-19,2026-09-19,2026-09-19,2026-09-19,2026-09-19,2026-09-19,I,2026-09-19,2026-09-19,2026-09-19,P,1,2026-09-19,1,H,N,2026-09-19,S,2026-09-19,2026-09-19,EUR,ACLASS,79,MIS_REFERENCE_62,D,I,2026-09-19,L,H
003,100000000628,PROD,2026-09-20,2026-09-20,2026-09-20,2026-09-20,2026-09-20,2026-09-20,2026-09-20,2026-09-20,I,2026-09-20,2026-09-20,2026-09-20,P,1,2026-09-20,1,H,N,2026-09-20,S,2026-09-20,2026-09-20,BRL,ACLASS,52,MIS_REFERENCE_62,D,I,2026-09-20,T,H
004,100000000629,PROD,2026-09-21,2026-09-21,2026-09-21,2026-09-21,2026-09-21,2026-09-21,2026-09-21,2026-09-21,I,2026-09-21,2026-09-21,2026-09-21,P,1,2026-09-21,1,H,N,2026-09-21,S,2026-09-21,2026-09-21,USD,ACLASS,7,MIS_REFERENCE_62,D,I,2026-09-21,C,H
005,100000000630,PROD,2026-09-22,2026-09-22,2026-09-22,2026-09-22,2026-09-22,2026-09-22,2026-09-22,2026-09-22,I,2026-09-22,2026-09-22,2026-09-22,P,1,2026-09-22,1,H,N,2026-09-22,S,2026-09-22,2026-09-22,PEN,ACLASS,81,MIS_REFERENCE_63,D,I,2026-09-22,C,H
006,100000000631,PROD,2026-09-23,2026-09-23,2026-09-23,2026-09-23,2026-09-23,2026-09-23,2026-09-23,2026-09-23,I,2026-09-23,2026-09-23,2026-09-23,P,1,2026-09-23,1,H,Y,2026-09-23,S,2026-09-23,2026-09-23,EUR,ACLASS,65,MIS_REFERENCE_63,D,I,2026-09-23,S,H
007,100000000632,PROD,2026-09-24,2026-09-24,2026-09-24,2026-09-24,2026-09-24,2026-09-24,2026-09-24,2026-09-24,I,2026-09-24,2026-09-24,2026-09-24,P,1,2026-09-24,1,H,N,2026-09-24,S,2026-09-24,2026-09-24,BRL,ACLASS,59,MIS_REFERENCE_63,D,I,2026-09-24,C,H
008,100000000633,PROD,2026-09-25,2026-09-25,2026-09-25,2026-09-25,2026-09-25,2026-09-25,2026-09-25,2026-09-25,I,2026-09-25,2026-09-25,2026-09-25,P,1,2026-09-25,1,H,N,2026-09-25,S,2026-09-25,2026-09-25,USD,ACLASS,6,MIS_REFERENCE_63,D,I,2026-09-25,L,H
009,100000000634,PROD,2026-09-26,2026-09-26,2026-09-26,2026-09-26,2026-09-26,2026-09-26,2026-09-26,2026-09-26,I,2026-09-26,2026-09-26,2026-09-26,P,1,2026-09-26,1,H,N,2026-09-26,S,2026-09-26,2026-09-26,PEN,ACLASS,58,MIS_REFERENCE_63,D,I,2026-09-26,T,H
010,100000000635,PROD,2026-09-27,2026-09-27,2026-09-27,2026-09-27,2026-09-27,2026-09-27,2026-09-27,2026-09-27,I,2026-09-27,2026-09-27,2026-09-27,P,1,2026-09-27,1,H,N,2026-09-27,S,2026-09-27,2026-09-27,EUR,ACLASS,30,MIS_REFERENCE_63,D,I,2026-09-27,C,H
011,100000000636,PROD,2026-09-28,2026-09-28,2026-09-28,2026-09-28,2026-09-28,2026-09-28,2026-09-28,2026-09-28,I,2026-09-28,2026-09-28,2026-09-28,P,1,2026-09-28,1,H,Y,2026-09-28,S,2026-09-28,2026-09-28,BRL,ACLASS,4,MIS_REFERENCE_63,D,I,2026-09-28,C,H
012,100000000637,PROD,2026-09-29,2026-09-29,2026-09-29,2026-09-29,2026-09-29,2026-09-29,2026-09-29,2026-09-29,I,2026-09-29,2026-09-29,2026-09-29,P,1,2026-09-29,1,H,N,2026-09-29,S,2026-09-29,2026-09-29,USD,ACLASS,8,MIS_REFERENCE_63,D,I,2026-09-29,S,H
013,100000000638,PROD,2026-09-30,2026-09-30,2026-09-30,2026-09-30,2026-09-30,2026-09-30,2026-09-30,2026-09-30,I,2026-09-30,2026-09-30,2026-09-30,P,1,2026-09-30,1,H,N,2026-09-30,S,2026-09-30,2026-09-30,PEN,ACLASS,91,MIS_REFERENCE_63,D,I,2026-09-30,C,H
014,100000000639,PROD,2026-10-01,2026-10-01,2026-10-01,2026-10-01,2026-10-01,2026-10-01,2026-10-01,2026-10-01,I,2026-10-01,2026-10-01,2026-10-01,P,1,2026-10-01,1,H,N,2026-10-01,S,2026-10-01,2026-10-01,EUR,ACLASS,57,MIS_REFERENCE_63,D,I,2026-10-01,L,H
015,100000000640,PROD,2026-10-02,2026-10-02,2026-10-02,2026-10-02,2026-10-02,2026-10-02,2026-10-02,2026-10-02,I,2026-10-02,2026-10-02,2026-10-02,P,1,2026-10-02,1,H,N,2026-10-02,S,2026-10-02,2026-10-02,BRL,ACLASS,41,MIS_REFERENCE_64,D,I,2026-10-02,T,H
016,100000000641,PROD,2026-10-03,2026-10-03,2026-10-03,2026-10-03,2026-10-03,2026-10-03,2026-10-03,2026-10-03,I,2026-10-03,2026-10-03,2026-10-03,P,1,2026-10-03,1,H,Y,2026-10-03,S,2026-10-03,2026-10-03,USD,ACLASS,19,MIS_REFERENCE_64,D,I,2026-10-03,C,H
017,100000000642,PROD,2026-10-04,2026-10-04,2026-10-04,2026-10-04,2026-10-04,2026-10-04,2026-10-04,2026-10-04,I,2026-10-04,2026-10-04,2026-10-04,P,1,2026-10-04,1,H,N,2026-10-04,S,2026-10-04,2026-10-04,PEN,ACLASS,14,MIS_REFERENCE_64,D,I,2026-10-04,C,H
018,100000000643,PROD,2026-10-05,2026-10-05,2026-10-05,2026-10-05,2026-10-05,2026-10-05,2026-10-05,2026-10-05,I,2026-10-05,2026-10-05,2026-10-05,P,1,2026-10-05,1,H,N,2026-10-05,S,2026-10-05,2026-10-05,EUR,ACLASS,59,MIS_REFERENCE_64,D,I,2026-10-05,S,H
019,100000000644,PROD,2026-10-06,2026-10-06,2026-10-06,2026-10-06,2026-10-06,2026-10-06,2026-10-06,2026-10-06,I,2026-10-06,2026-10-06,2026-10-06,P,1,2026-10-06,1,H,N,2026-10-06,S,2026-10-06,2026-10-06,BRL,ACLASS,71,MIS_REFERENCE_64,D,I,2026-10-06,C,H
020,100000000645,PROD,2026-10-07,2026-10-07,2026-10-07,2026-10-07,2026-10-07,2026-10-07,2026-10-07,2026-10-07,I,2026-10-07,2026-10-07,2026-10-07,P,1,2026-10-07,1,H,N,2026-10-07,S,2026-10-07,2026-10-07,USD,ACLASS,55,MIS_REFERENCE_64,D,I,2026-10-07,L,H
021,100000000646,PROD,2026-10-08,2026-10-08,2026-10-08,2026-10-08,2026-10-08,2026-10-08,2026-10-08,2026-10-08,I,2026-10-08,2026-10-08,2026-10-08,P,1,2026-10-08,1,H,Y,2026-10-08,S,2026-10-08,2026-10-08,PEN,ACLASS,48,MIS_REFERENCE_64,D,I,2026-10-08,T,H
022,100000000647,PROD,2026-10-09,2026-10-09,2026-10-09,2026-10-09,2026-10-09,2026-10-09,2026-10-09,2026-10-09,I,2026-10-09,2026-10-09,2026-10-09,P,1,2026-10-09,1,H,N,2026-10-09,S,2026-10-09,2026-10-09,EUR,ACLASS,14,MIS_REFERENCE_64,D,I,2026-10-09,C,H
023,100000000648,PROD,2026-10-10,2026-10-10,2026-10-10,2026-10-10,2026-10-10,2026-10-10,2026-10-10,2026-10-10,I,2026-10-10,2026-10-10,2026-10-10,P,1,2026-10-10,1,H,N,2026-10-10,S,2026-10-10,2026-10-10,BRL,ACLASS,35,MIS_REFERENCE_64,D,I,2026-10-10,C,H
024,100000000649,PROD,2026-10-11,2026-10-11,2026-10-11,2026-10-11,2026-10-11,2026-10-11,2026-10-11,2026-10-11,I,2026-10-11,2026-10-11,2026-10-11,P,1,2026-10-11,1,H,N,2026-10-11,S,2026-10-11,2026-10-11,USD,ACLASS,59,MIS_REFERENCE_64,D,I,2026-10-11,S,H
025,100000000650,PROD,2026-10-12,2026-10-12,2026-10-12,2026-10-12,2026-10-12,2026-10-12,2026-10-12,2026-10-12,I,2026-10-12,2026-10-12,2026-10-12,P,1,2026-10-12,1,H,N,2026-10-12,S,2026-10-12,2026-10-12,PEN,ACLASS,17,MIS_REFERENCE_65,D,I,2026-10-12,C,H
001,100000000651,PROD,2026-10-13,2026-10-13,2026-10-13,2026-10-13,2026-10-13,2026-10-13,2026-10-13,2026-10-13,I,2026-10-13,2026-10-13,2026-10-13,P,1,2026-10-13,1,H,Y,2026-10-13,S,2026-10-13,2026-10-13,EUR,ACLASS,68,MIS_REFERENCE_65,D,I,2026-10-13,L,H
002,100000000652,PROD,2026-10-14,2026-10-14,2026-10-14,2026-10-14,2026-10-14,2026-10-14,2026-10-14,2026-10-14,I,2026-10-14,2026-10-14,2026-10-14,P,1,2026-10-14,1,H,N,2026-10-14,S,2026-10-14,2026-10-14,BRL,ACLASS,88,MIS_REFERENCE_65,D,I,2026-10-14,T,H
003,100000000653,PROD,2026-10-15,2026-10-15,2026-10-15,2026-10-15,2026-10-15,2026-10-15,2026-10-15,2026-10-15,I,2026-10-15,2026-10-15,2026-10-15,P,1,2026-10-15,1,H,N,2026-10-15,S,2026-10-15,2026-10-15,USD,ACLASS,63,MIS_REFERENCE_65,D,I,2026-10-15,C,H
004,100000000654,PROD,2026-10-16,2026-10-16,2026-10-16,2026-10-16,2026-10-16,2026-10-16,2026-10-16,2026-10-16,I,2026-10-16,2026-10-16,2026-10-16,P,1,2026-10-16,1,H,N,2026-10-16,S,2026-10-16,2026-10-16,PEN,ACLASS,37,MIS_REFERENCE_65,D,I,2026-10-16,C,H
005,100000000655,PROD,2026-10-17,2026-10-17,2026-10-17,2026-10-17,2026-10-17,2026-10-17,2026-10-17,2026-10-17,I,2026-10-17,2026-10-17,2026-10-17,P,1,2026-10-17,1,H,N,2026-10-17,S,2026-10-17,2026-10-17,EUR,ACLASS,57,MIS_REFERENCE_65,D,I,2026-10-17,S,H
006,100000000656,PROD,2026-10-18,2026-10-18,2026-10-18,2026-10-18,2026-10-18,2026-10-18,2026-10-18,2026-10-18,I,2026-10-18,2026-10-18,2026-10-18,P,1,2026-10-18,1,H,Y,2026-10-18,S,2026-10-18,2026-10-18,BRL,ACLASS,36,MIS_REFERENCE_65,D,I,2026-10-18,C,H
007,100000000657,PROD,2026-10-19,2026-10-19,2026-10-19,2026-10-19,2026-10-19,2026-10-19,2026-10-19,2026-10-19,I,2026-10-19,2026-10-19,2026-10-19,P,1,2026-10-19,1,H,N,2026-10-19,S,2026-10-19,2026-10-19,USD,ACLASS,88,MIS_REFERENCE_65,D,I,2026-10-19,L,H
008,100000000658,PROD,2026-10-20,2026-10-20,2026-10-20,2026-10-20,2026-10-20,2026-10-20,2026-10-20,2026-10-20,I,2026-10-20,2026-10-20,2026-10-20,P,1,2026-10-20,1,H,N,2026-10-20,S,2026-10-20,2026-10-20,PEN,ACLASS,87,MIS_REFERENCE_65,D,I,2026-10-20,T,H
009,100000000659,PROD,2026-10-21,2026-10-21,2026-10-21,2026-10-21,2026-10-21,2026-10-21,2026-10-21,2026-10-21,I,2026-10-21,2026-10-21,2026-10-21,P,1,2026-10-21,1,H,N,2026-10-21,S,2026-10-21,2026-10-21,EUR,ACLASS,38,MIS_REFERENCE_65,D,I,2026-10-21,C,H
010,100000000660,PROD,2026-10-22,2026-10-22,2026-10-22,2026-10-22,2026-10-22,2026-10-22,2026-10-22,2026-10-22,I,2026-10-22,2026-10-22,2026-10-22,P,1,2026-10-22,1,H,N,2026-10-22,S,2026-10-22,2026-10-22,BRL,ACLASS,78,MIS_REFERENCE_66,D,I,2026-10-22,C,H
011,100000000661,PROD,2026-10-23,2026-10-23,2026-10-23,2026-10-23,2026-10-23,2026-10-23,2026-10-23,2026-10-23,I,2026-10-23,2026-10-23,2026-10-23,P,1,2026-10-23,1,H,Y,2026-10-23,S,2026-10-23,2026-10-23,USD,ACLASS,31,MIS_REFERENCE_66,D,I,2026-10-23,S,H
012,100000000662,PROD,2026-10-24,2026-10-24,2026-10-24,2026-10-24,2026-10-24,2026-10-24,2026-10-24,2026-10-24,I,2026-10-24,2026-10-24,2026-10-24,P,1,2026-10-24,1,H,N,2026-10-24,S,2026-10-24,2026-10-24,PEN,ACLASS,12,MIS_REFERENCE_66,D,I,2026-10-24,C,H
013,100000000663,PROD,2026-10-25,2026-10-25,2026-10-25,2026-10-25,2026-10-25,2026-10-25,2026-10-25,2026-10-25,I,2026-10-25,2026-10-25,2026-10-25,P,1,2026-10-25,1,H,N,2026-10-25,S,2026-10-25,2026-10-25,EUR,ACLASS,73,MIS_REFERENCE_66,D,I,2026-10-25,L,H
014,100000000664,PROD,2026-10-26,2026-10-26,2026-10-26,2026-10-26,2026-10-26,2026-10-26,2026-10-26,2026-10-26,I,2026-10-26,2026-10-26,2026-10-26,P,1,2026-10-26,1,H,N,2026-10-26,S,2026-10-26,2026-10-26,BRL,ACLASS,6,MIS_REFERENCE_66,D,I,2026-10-26,T,H
015,100000000665,PROD,2026-10-27,2026-10-27,2026-10-27,2026-10-27,2026-10-27,2026-10-27,2026-10-27,2026-10-27,I,2026-10-27,2026-10-27,2026-10-27,P,1,2026-10-27,1,H,N,2026-10-27,S,2026-10-27,2026-10-27,USD,ACLASS,26,MIS_REFERENCE_66,D,I,2026-10-27,C,H
016,100000000666,PROD,2026-10-28,2026-10-28,2026-10-28,2026-10-28,2026-10-28,2026-10-28,2026-10-28,2026-10-28,I,2026-10-28,2026-10-28,2026-10-28,P,1,2026-10-28,1,H,Y,2026-10-28,S,2026-10-28,2026-10-28,PEN,ACLASS,36,MIS_REFERENCE_66,D,I,2026-10-28,C,H
017,100000000667,PROD,2026-10-29,2026-10-29,2026-10-29,2026-10-29,2026-10-29,2026-10-29,2026-10-29,2026-10-29,I,2026-10-29,2026-10-29,2026-10-29,P,1,2026-10-29,1,H,N,2026-10-29,S,2026-10-29,2026-10-29,EUR,ACLASS,73,MIS_REFERENCE_66,D,I,2026-10-29,S,H
018,100000000668,PROD,2026-10-30,2026-10-30,2026-10-30,2026-10-30,2026-10-30,2026-10-30,2026-10-30,2026-10-30,I,2026-10-30,2026-10-30,2026-10-30,P,1,2026-10-30,1,H,N,2026-10-30,S,2026-10-30,2026-10-30,BRL,ACLASS,69,MIS_REFERENCE_66,D,I,2026-10-30,C,H
019,100000000669,PROD,2026-10-31,2026-10-31,2026-10-31,2026-10-31,2026-10-31,2026-10-31,2026-10-31,2026-10-31,I,2026-10-31,2026-10-31,2026-10-31,P,1,2026-10-31,1,H,N,2026-10-31,S,2026-10-31,2026-10-31,USD,ACLASS,44,MIS_REFERENCE_66,D,I,2026-10-31,L,H
020,100000000670,PROD,2026-11-01,2026-11-01,2026-11-01,2026-11-01,2026-11-01,2026-11-01,2026-11-01,2026-11-01,I,2026-11-01,2026-11-01,2026-11-01,P,1,2026-11-01,1,H,N,2026-11-01,S,2026-11-01,2026-11-01,PEN,ACLASS,11,MIS_REFERENCE_67,D,I,2026-11-01,T,H
021,100000000671,PROD,2026-11-02,2026-11-02,2026-11-02,2026-11-02,2026-11-02,2026-11-02,2026-11-02,2026-11-02,I,2026-11-02,2026-11-02,2026-11-02,P,1,2026-11-02,1,H,Y,2026-11-02,S,2026-11-02,2026-11-02,EUR,ACLASS,52,MIS_REFERENCE_67,D,I,2026-11-02,C,H
022,100000000672,PROD,2026-11-03,2026-11-03,2026-11-03,2026-11-03,2026-11-03,2026-11-03,2026-11-03,2026-11-03,I,2026-11-03,2026-11-03,2026-11-03,P,1,2026-11-03,1,H,N,2026-11-03,S,2026-11-03,2026-11-03,BRL,ACLASS,71,MIS_REFERENCE_67,D,I,2026-11-03,C,H
023,100000000673,PROD,2026-11-04,2026-11-04,2026-11-04,2026-11-04,2026-11-04,2026-11-04,2026-11-04,2026-11-04,I,2026-11-04,2026-11-04,2026-11-04,P,1,2026-11-04,1,H,N,2026-11-04,S,2026-11-04,2026-11-04,USD,ACLASS,75,MIS_REFERENCE_67,D,I,2026-11-04,S,H
024,100000000674,PROD,2026-11-05,2026-11-05,2026-11-05,2026-11-05,2026-11-05,2026-11-05,2026-11-05,2026-11-05,I,2026-11-05,2026-11-05,2026-11-05,P,1,2026-11-05,1,H,N,2026-11-05,S,2026-11-05,2026-11-05,PEN,ACLASS,35,MIS_REFERENCE_67,D,I,2026-11-05,C,H
025,100000000675,PROD,2026-11-06,2026-11-06,2026-11-06,2026-11-06,2026-11-06,2026-11-06,2026-11-06,2026-11-06,I,2026-11-06,2026-11-06,2026-11-06,P,1,2026-11-06,1,H,N,2026-11-06,S,2026-11-06,2026-11-06,EUR,ACLASS,68,MIS_REFERENCE_67,D,I,2026-11-06,L,H
001,100000000676,PROD,2026-11-07,2026-11-07,2026-11-07,2026-11-07,2026-11-07,2026-11-07,2026-11-07,2026-11-07,I,2026-11-07,2026-11-07,2026-11-07,P,1,2026-11-07,1,H,Y,2026-11-07,S,2026-11-07,2026-11-07,BRL,ACLASS,5,MIS_REFERENCE_67,D,I,2026-11-07,T,H
002,100000000677,PROD,2026-11-08,2026-11-08,2026-11-08,2026-11-08,2026-11-08,2026-11-08,2026-11-08,2026-11-08,I,2026-11-08,2026-11-08,2026-11-08,P,1,2026-11-08,1,H,N,2026-11-08,S,2026-11-08,2026-11-08,USD,ACLASS,95,MIS_REFERENCE_67,D,I,2026-11-08,C,H
003,100000000678,PROD,2026-11-09,2026-11-09,2026-11-09,2026-11-09,2026-11-09,2026-11-09,2026-11-09,2026-11-09,I,2026-11-09,2026-11-09,2026-11-09,P,1,2026-11-09,1,H,N,2026-11-09,S,2026-11-09,2026-11-09,PEN,ACLASS,50,MIS_REFERENCE_67,D,I,2026-11-09,C,H
004,100000000679,PROD,2026-11-10,2026-11-10,2026-11-10,2026-11-10,2026-11-10,2026-11-10,2026-11-10,2026-11-10,I,2026-11-10,2026-11-10,2026-11-10,P,1,2026-11-10,1,H,N,2026-11-10,S,2026-11-10,2026-11-10,EUR,ACLASS,74,MIS_REFERENCE_67,D,I,2026-11-10,S,H
005,100000000680,PROD,2026-11-11,2026-11-11,2026-11-11,2026-11-11,2026-11-11,2026-11-11,2026-11-11,2026-11-11,I,2026-11-11,2026-11-11,2026-11-11,P,1,2026-11-11,1,H,N,2026-11-11,S,2026-11-11,2026-11-11,BRL,ACLASS,82,MIS_REFERENCE_68,D,I,2026-11-11,C,H
006,100000000681,PROD,2026-11-12,2026-11-12,2026-11-12,2026-11-12,2026-11-12,2026-11-12,2026-11-12,2026-11-12,I,2026-11-12,2026-11-12,2026-11-12,P,1,2026-11-12,1,H,Y,2026-11-12,S,2026-11-12,2026-11-12,USD,ACLASS,27,MIS_REFERENCE_68,D,I,2026-11-12,L,H
007,100000000682,PROD,2026-11-13,2026-11-13,2026-11-13,2026-11-13,2026-11-13,2026-11-13,2026-11-13,2026-11-13,I,2026-11-13,2026-11-13,2026-11-13,P,1,2026-11-13,1,H,N,2026-11-13,S,2026-11-13,2026-11-13,PEN,ACLASS,68,MIS_REFERENCE_68,D,I,2026-11-13,T,H
008,100000000683,PROD,2026-11-14,2026-11-14,2026-11-14,2026-11-14,2026-11-14,2026-11-14,2026-11-14,2026-11-14,I,2026-11-14,2026-11-14,2026-11-14,P,1,2026-11-14,1,H,N,2026-11-14,S,2026-11-14,2026-11-14,EUR,ACLASS,8,MIS_REFERENCE_68,D,I,2026-11-14,C,H
009,100000000684,PROD,2026-11-15,2026-11-15,2026-11-15,2026-11-15,2026-11-15,2026-11-15,2026-11-15,2026-11-15,I,2026-11-15,2026-11-15,2026-11-15,P,1,2026-11-15,1,H,N,2026-11-15,S,2026-11-15,2026-11-15,BRL,ACLASS,6,MIS_REFERENCE_68,D,I,2026-11-15,C,H
010,100000000685,PROD,2026-11-16,2026-11-16,2026-11-16,2026-11-16,2026-11-16,2026-11-16,2026-11-16,2026-11-16,I,2026-11-16,2026-11-16,2026-11-16,P,1,2026-11-16,1,H,N,2026-11-16,S,2026-11-16,2026-11-16,USD,ACLASS,52,MIS_REFERENCE_68,D,I,2026-11-16,S,H
011,100000000686,PROD,2026-11-17,2026-11-17,2026-11-17,2026-11-17,2026-11-17,2026-11-17,2026-11-17,2026-11-17,I,2026-11-17,2026-11-17,2026-11-17,P,1,2026-11-17,1,H,Y,2026-11-17,S,2026-11-17,2026-11-17,PEN,ACLASS,18,MIS_REFERENCE_68,D,I,2026-11-17,C,H
012,100000000687,PROD,2026-11-18,2026-11-18,2026-11-18,2026-11-18,2026-11-18,2026-11-18,2026-11-18,2026-11-18,I,2026-11-18,2026-11-18,2026-11-18,P,1,2026-11-18,1,H,N,2026-11-18,S,2026-11-18,2026-11-18,EUR,ACLASS,86,MIS_REFERENCE_68,D,I,2026-11-18,L,H
013,100000000688,PROD,2026-11-19,2026-11-19,2026-11-19,2026-11-19,2026-11-19,2026-11-19,2026-11-19,2026-11-19,I,2026-11-19,2026-11-19,2026-11-19,P,1,2026-11-19,1,H,N,2026-11-19,S,2026-11-19,2026-11-19,BRL,ACLASS,43,MIS_REFERENCE_68,D,I,2026-11-19,T,H
014,100000000689,PROD,2026-11-20,2026-11-20,2026-11-20,2026-11-20,2026-11-20,2026-11-20,2026-11-20,2026-11-20,I,2026-11-20,2026-11-20,2026-11-20,P,1,2026-11-20,1,H,N,2026-11-20,S,2026-11-20,2026-11-20,USD,ACLASS,64,MIS_REFERENCE_68,D,I,2026-11-20,C,H
015,100000000690,PROD,2026-11-21,2026-11-21,2026-11-21,2026-11-21,2026-11-21,2026-11-21,2026-11-21,2026-11-21,I,2026-11-21,2026-11-21,2026-11-21,P,1,2026-11-21,1,H,N,2026-11-21,S,2026-11-21,2026-11-21,PEN,ACLASS,24,MIS_REFERENCE_69,D,I,2026-11-21,C,H
016,100000000691,PROD,2026-11-22,2026-11-22,2026-11-22,2026-11-22,2026-11-22,2026-11-22,2026-11-22,2026-11-22,I,2026-11-22,2026-11-22,2026-11-22,P,1,2026-11-22,1,H,Y,2026-11-22,S,2026-11-22,2026-11-22,EUR,ACLASS,86,MIS_REFERENCE_69,D,I,2026-11-22,S,H
017,100000000692,PROD,2026-11-23,2026-11-23,2026-11-23,2026-11-23,2026-11-23,2026-11-23,2026-11-23,2026-11-23,I,2026-11-23,2026-11-23,2026-11-23,P,1,2026-11-23,1,H,N,2026-11-23,S,2026-11-23,2026-11-23,BRL,ACLASS,34,MIS_REFERENCE_69,D,I,2026-11-23,C,H
018,100000000693,PROD,2026-11-24,2026-11-24,2026-11-24,2026-11-24,2026-11-24,2026-11-24,2026-11-24,2026-11-24,I,2026-11-24,2026-11-24,2026-11-24,P,1,2026-11-24,1,H,N,2026-11-24,S,2026-11-24,2026-11-24,USD,ACLASS,54,MIS_REFERENCE_69,D,I,2026-11-24,L,H
019,100000000694,PROD,2026-11-25,2026-11-25,2026-11-25,2026-11-25,2026-11-25,2026-11-25,2026-11-25,2026-11-25,I,2026-11-25,2026-11-25,2026-11-25,P,1,2026-11-25,1,H,N,2026-11-25,S,2026-11-25,2026-11-25,PEN,ACLASS,31,MIS_REFERENCE_69,D,I,2026-11-25,T,H
020,100000000695,PROD,2026-11-26,2026-11-26,2026-11-26,2026-11-26,2026-11-26,2026-11-26,2026-11-26,2026-11-26,I,2026-11-26,2026-11-26,2026-11-26,P,1,2026-11-26,1,H,N,2026-11-26,S,2026-11-26,2026-11-26,EUR,ACLASS,86,MIS_REFERENCE_69,D,I,2026-11-26,C,H
021,100000000696,PROD,2026-11-27,2026-11-27,2026-11-27,2026-11-27,2026-11-27,2026-11-27,2026-11-27,2026-11-27,I,2026-11-27,2026-11-27,2026-11-27,P,1,2026-11-27,1,H,Y,2026-11-27,S,2026-11-27,2026-11-27,BRL,ACLASS,98,MIS_REFERENCE_69,D,I,2026-11-27,C,H
022,100000000697,PROD,2026-11-28,2026-11-28,2026-11-28,2026-11-28,2026-11-28,2026-11-28,2026-11-28,2026-11-28,I,2026-11-28,2026-11-28,2026-11-28,P,1,2026-11-28,1,H,N,2026-11-28,S,2026-11-28,2026-11-28,USD,ACLASS,24,MIS_REFERENCE_69,D,I,2026-11-28,S,H
